마번,마명,성별,연령,산지,level,스피드(100),수득상금(100),부담력(100),지구력(100),우승거리(100),레이팅,총경기,1st,2st,3st,수득상금(천원),조교사이름,조교사번호,마주,부마명,부마번,총경기_F,1st_F,2st_F,3st_F,모마명,모마번,총경기_M,1st_M,2st_M,3st_M
46372,나올탱크,1,2,0,6,53.12,41.59,5.0,67.27,5.0,,1,0,0,0,"3,000",조현수,11,이경호a,TAPWRIT,6112413.0,13.0,4.0,1.0,1.0,릴화이트도브,45015.0,1.0,0.0,0.0,0.0
45541,나올행복,2,2,0,6,11.13,36.82,5.0,42.07,5.0,,1,0,0,0,0,곽영효,19,이경호a,카우보이칼,38391.0,19.0,7.0,5.0,2.0,호니미에르,41962.0,25.0,5.0,2.0,4.0
44152,나우누리,2,3,0,5,36.65,42.4,34.67,56.16,5.0,,6,0,2,0,"12,000",김윤섭,32,최장석,피스룰즈,25790.0,19.0,9.0,2.0,2.0,필잇나우,19635.0,40.0,4.0,4.0,4.0
42706,나의나라,0,4,0,4,51.88,46.94,61.35,48.01,77.53,,10,2,2,2,"74,250",휴양마,999,이관형,카우보이칼,38391.0,19.0,7.0,5.0,2.0,배블레이디,19701.0,21.0,3.0,1.0,3.0
42297,나인아이,1,4,0,4,48.49,45.78,52.46,53.83,56.93,,24,1,5,2,"78,560",심승태,37,금악목장,메니피,20256.0,11.0,5.0,4.0,1.0,럼시더,36587.0,37.0,7.0,7.0,4.0
43225,남산꽃,2,4,0,5,50.65,49.85,16.89,60.09,43.19,,6,1,0,2,"23,000",전승규,25,이기선,피스룰즈,25790.0,19.0,9.0,2.0,2.0,핫실버,25756.0,9.0,1.0,3.0,2.0
45659,남산러브,0,4,1,4,53.74,39.73,52.46,53.73,77.53,,12,1,0,0,"37,800",리카디,34,이기선,CARPE DIEM,6109225.0,6.0,4.0,1.0,0.0,RIBBON TAFFY,6106039.0,12.0,2.0,2.0,1.0
43840,남산무적,1,3,0,5,40.06,41.01,52.46,58.91,50.06,,7,1,0,2,"26,450",강성오,9,이기선,메니피,20256.0,11.0,5.0,4.0,1.0,스마트어트랙션,38355.0,6.0,0.0,1.0,1.0
42947,남산시대,1,4,0,2,67.2,73.71,70.24,60.28,62.08,,10,4,4,1,"166,000",휴양마,999,이기선,카우보이칼,38391.0,19.0,7.0,5.0,2.0,절호찬스,19622.0,15.0,6.0,2.0,1.0
45208,남산의별,1,4,1,1,61.94,49.97,61.35,57.48,79.25,,21,4,3,6,"256,220",리카디,34,이기선,DIALED IN,6967924.0,7.0,3.0,1.0,0.0,CALL THE KITTY,6782685.0,24.0,4.0,1.0,2.0
44929,남산주몽,0,4,1,4,35.83,36.82,5.0,55.08,5.0,,2,0,0,0,0,토니,30,이강운,플래시백,46483.0,7.0,2.0,3.0,1.0,TALES OF PARADISE,6983072.0,30.0,3.0,2.0,4.0
43041,남산초콜릿,2,4,0,4,52.57,49.62,39.12,55.17,46.63,,18,2,3,0,"67,930",토니,30,이기선,포리스트캠프,21999.0,11.0,4.0,2.0,0.0,촐룰라캣,23919.0,9.0,0.0,1.0,2.0
43725,남산호랑이,0,3,0,5,56.82,44.85,52.46,57.11,50.06,,8,1,0,1,"39,600",리카디,34,이기선,테스타마타,34428.0,38.0,7.0,4.0,7.0,올와이즈,36314.0,24.0,3.0,2.0,3.0
46043,낭주여걸,2,2,0,6,53.12,41.82,5.0,66.87,5.0,,2,0,0,0,"4,800",서홍수,24,전영규,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,에스퀸,29135.0,34.0,0.0,0.0,2.0
44373,내길의별,1,3,0,5,44.06,40.89,52.46,55.71,50.06,,9,1,0,1,"19,250",홍대유,6,유종국,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,싱가포르드림,23605.0,6.0,0.0,2.0,1.0
45571,내길의퀸,2,2,0,6,60.53,43.1,5.0,63.21,5.0,,1,0,0,0,"3,000",이신영,14,유종국,경부대로,26618.0,32.0,12.0,7.0,8.0,둘세레알리다드,38304.0,5.0,4.0,1.0,0.0
43879,너를응원해,2,3,0,6,44.47,43.8,25.78,57.76,5.0,,10,0,1,1,"19,700",이준철,48,임동현,NOT THIS TIME,6112209.0,4.0,2.0,1.0,0.0,크래프티블루카트,41952.0,22.0,4.0,5.0,6.0
45177,너트플레이,1,2,0,5,63.0,51.13,43.56,68.25,29.46,,5,1,1,0,"45,550",최영주,3,조현영,컬러즈플라잉,27443.0,7.0,1.0,1.0,3.0,스페이스셔틀,30155.0,25.0,4.0,1.0,3.0
45889,네모스피릿,2,2,0,6,25.95,36.82,5.0,49.39,5.0,,1,0,0,0,0,신삼영,41,박정배,사이먼퓨어,31261.0,15.0,3.0,5.0,2.0,야호돌핀스,29128.0,13.0,2.0,1.0,1.0
44108,네모프린세스,2,3,0,2,71.4,85.93,43.56,61.66,39.76,,10,4,2,1,"181,500",휴양마,999,박정배,CAIRO PRINCE,6106383.0,5.0,3.0,1.0,0.0,프라그노시스,41938.0,8.0,2.0,2.0,0.0
45885,네모프린스,1,2,0,5,55.1,48.8,43.56,61.26,29.46,,5,1,0,0,"38,000",김동균,52,최지욱,경부대로,26618.0,32.0,12.0,7.0,8.0,스테인드글라스,33121.0,31.0,4.0,4.0,5.0
44532,네버네버스톱,0,3,0,6,32.54,37.28,5.0,49.12,5.0,,6,0,0,0,"1,600",서범석,12,서창식,GIG HARBOR,6992046.0,9.0,5.0,0.0,1.0,슈가캐인로열티,41957.0,10.0,3.0,1.0,2.0
45771,네버어게인,0,2,0,6,35.83,36.82,5.0,60.77,5.0,,1,0,0,0,0,휴양마,999,한명로,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,파티레이나,28740.0,27.0,3.0,4.0,2.0
45220,네이비크롬,2,2,0,6,53.12,49.39,5.0,63.21,5.0,,2,0,0,1,"12,150",정호익,10,최상기,CALIFORNIA CHROME,6106645.0,27.0,16.0,4.0,1.0,네이블커맨드,44997.0,12.0,3.0,1.0,1.0
45496,넥스트레벨,2,2,0,6,32.12,36.82,5.0,51.63,5.0,,4,0,0,0,0,심승태,37,오종환,포리스트캠프,21999.0,11.0,4.0,2.0,0.0,인디고노스,38299.0,14.0,3.0,0.0,1.0
46505,노던타임,0,4,1,2,62.81,55.55,70.24,57.14,70.67,,13,4,1,2,"165,700",서인석,33,최상일,NOT THIS TIME,6112209.0,4.0,2.0,1.0,0.0,STELLA PRIMA,6783092.0,0.0,0.0,0.0,0.0
43416,논스톱기상,0,4,0,4,46.53,43.22,61.35,49.93,63.8,,18,2,2,0,"57,730",신삼영,41,태립,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,하늘기상,20802.0,17.0,3.0,4.0,1.0
44925,논스톱리워드,0,4,1,3,56.65,42.99,34.67,62.22,43.19,,14,2,1,1,"96,000",신삼영,41,태립,TAPIZAR,6967938.0,14.0,6.0,1.0,1.0,LADY ASPEN,6101116.0,22.0,5.0,4.0,3.0
38756,논스톱위닝,0,6,0,5,46.64,42.4,34.67,54.5,43.19,,24,1,2,4,"49,970",유재길,23,태희종합건설,어플리트어게인,31229.0,25.0,4.0,5.0,3.0,남행열차,26909.0,5.0,0.0,0.0,0.0
43164,논스톱캣,2,4,0,4,55.59,50.2,43.56,62.71,43.19,,13,1,3,2,"50,640",서범석,12,태립,머스킷맨,36732.0,16.0,6.0,3.0,5.0,헤이스트,21185.0,9.0,5.0,0.0,2.0
43125,농본바다,2,4,0,3,55.59,57.88,48.01,55.4,66.07,,18,3,2,4,"109,310",배대선,20,김용래,LOOKIN AT LUCKY,6781702.0,13.0,9.0,1.0,1.0,라인잇업,40226.0,11.0,1.0,4.0,3.0
43656,누비강자,1,3,0,4,39.74,44.96,43.56,50.07,63.8,,12,2,0,2,"52,550",서인석,33,천병득,유로실버,33115.0,11.0,4.0,4.0,0.0,누비퀸,30507.0,26.0,4.0,2.0,3.0
42566,누비고,1,4,0,5,43.82,42.17,52.46,54.84,56.93,,17,1,1,0,"30,930",서인석,33,천병득,테스타마타,34428.0,38.0,7.0,4.0,7.0,누비퀸,30507.0,26.0,4.0,2.0,3.0
40479,뉴문워리어,0,5,0,3,62.76,56.83,52.46,58.49,61.46,,21,3,3,2,"155,360",송문길,40,최종환,피스룰즈,25790.0,19.0,9.0,2.0,2.0,뉴문온먼데이,36621.0,6.0,1.0,1.0,0.0
43145,뉴스마트,2,4,0,5,35.68,38.45,34.67,52.59,5.0,,17,0,1,2,"13,750",심승태,37,김태성,BARBADOS,6106660.0,16.0,4.0,3.0,1.0,렛미스큐어퀘스천,40066.0,42.0,4.0,6.0,5.0
42999,뉴스타영천,1,4,0,5,47.87,47.29,52.46,51.02,50.06,,8,1,0,1,"29,870",강환민,31,영천시청,메니피,20256.0,11.0,5.0,4.0,1.0,보자르,31456.0,19.0,4.0,3.0,2.0
44591,뉴청파,1,3,0,5,34.18,40.08,52.46,48.31,50.06,,6,1,0,0,"13,750",최영주,3,김창국,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,언큐어드디자이어,16875.0,17.0,1.0,1.0,1.0
46446,뉴킹맨,1,3,1,4,53.12,44.38,16.89,50.04,5.0,,5,0,1,0,"18,600",박윤규,4,박평양,DISTORTED HUMOR,6306749.0,23.0,8.0,5.0,3.0,GOLDEN FLAIR,6109773.0,0.0,0.0,0.0,0.0
46189,늘가을,1,2,0,6,43.24,36.82,5.0,67.27,5.0,,1,0,0,0,0,배휴준,29,이종길,퍼지,39750.0,15.0,6.0,1.0,2.0,허리케인드림,35795.0,6.0,0.0,2.0,0.0
39094,님의향기,1,6,0,2,69.93,58.23,56.9,61.04,47.73,,36,3,6,9,"312,160",토니,30,한명로,포리스트캠프,21999.0,11.0,4.0,2.0,0.0,빅터우먼,24712.0,21.0,3.0,1.0,1.0
44539,다나은로즈,2,3,0,6,46.53,44.27,34.67,52.37,5.0,,3,0,1,1,"8,000",구자흥,7,이진경,에치드,41547.0,11.0,7.0,0.0,0.0,홀리워크,31051.0,24.0,3.0,2.0,6.0
45854,다산질주,1,2,0,6,48.18,36.82,5.0,67.27,5.0,,1,0,0,0,0,김동균,52,김영근,콩코드포인트,38387.0,6.0,4.0,1.0,0.0,로렌브레이,33029.0,18.0,4.0,3.0,0.0
45897,다시태어나도,2,2,0,6,50.65,41.82,5.0,67.27,5.0,,1,0,0,0,"2,400",안병기,22,우태율,컬러즈플라잉,27443.0,7.0,1.0,1.0,3.0,퀸즈스텝,28341.0,32.0,3.0,3.0,3.0
44095,다운더존,2,3,0,5,42.99,42.99,34.67,46.95,43.19,,10,1,0,2,"35,200",휴양마,999,양순희,한센,32990.0,9.0,5.0,2.0,0.0,감화력,16807.0,33.0,0.0,2.0,2.0
43434,다울퀸,2,4,0,5,55.46,46.01,39.12,57.99,43.19,,19,1,1,2,"27,360",배대선,20,김봉겸,컬러즈플라잉,27443.0,7.0,1.0,1.0,3.0,글로리어스돈,20290.0,0.0,0.0,0.0,0.0
42744,다이아마이트,2,4,0,5,33.08,44.73,34.67,51.02,43.19,,9,1,0,0,"19,620",안병기,22,우태율,한센,32990.0,9.0,5.0,2.0,0.0,불꽃기상,24767.0,17.0,7.0,1.0,2.0
41258,다이아키,1,5,0,4,57.2,52.18,43.56,61.22,43.19,,20,3,0,3,"131,530",배대선,20,강종우,백광,15477.0,25.0,11.0,8.0,3.0,골드럭키,33835.0,3.0,3.0,0.0,0.0
43767,다이아파워캣,2,3,0,4,61.77,50.08,25.78,60.36,43.19,,8,1,1,1,"40,450",휴양마,999,강균호,사이먼퓨어,31261.0,15.0,3.0,5.0,2.0,다이아파워,29640.0,23.0,5.0,4.0,2.0
44319,다크존,1,3,0,6,32.54,38.21,5.0,51.29,5.0,,3,0,0,0,"2,850",휴양마,999,전종섭,지롤라모,40246.0,11.0,5.0,0.0,1.0,다크레이디,30308.0,39.0,3.0,3.0,5.0
41689,다크플레이어,1,6,1,1,68.23,55.9,61.35,55.96,63.8,,34,3,6,3,"315,050",이관호,42,박남성,MAJESTIC WARRIOR,6772778.0,7.0,2.0,0.0,0.0,SMOKEY GLACKEN,6332398.0,5.0,3.0,0.0,2.0
44353,다프네,2,3,0,4,59.82,57.53,39.12,64.02,43.19,,8,2,1,1,"70,900",이신영,14,이건행,메니피,20256.0,11.0,5.0,4.0,1.0,행운성,29748.0,25.0,2.0,1.0,3.0
45719,달금,2,2,0,6,59.71,50.08,5.0,71.07,5.0,,3,0,0,2,"19,200",휴양마,999,임흥호,퍼지,39750.0,15.0,6.0,1.0,2.0,천은,26766.0,20.0,6.0,2.0,1.0
45431,당찬낭보,2,2,0,6,23.48,36.82,5.0,48.98,5.0,,2,0,0,0,0,임채덕,35,박철근,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,럭키뮤직,32127.0,27.0,4.0,3.0,5.0
44950,당찬세력,0,4,1,4,42.42,40.89,5.0,51.47,5.0,,9,0,0,0,"11,540",휴양마,999,김기종,DOMINUS,6982918.0,10.0,4.0,2.0,1.0,QUEEN MERCURY,6980329.0,27.0,3.0,5.0,3.0
39753,대군파워,0,6,0,3,61.3,51.95,70.24,53.17,50.06,,29,3,3,4,"163,260",구자흥,7,표종순,THE FACTOR,6969076.0,13.0,6.0,2.0,0.0,칼람바,38172.0,8.0,1.0,2.0,0.0
45779,대륜시대,2,2,0,6,48.18,36.82,5.0,60.77,5.0,,1,0,0,0,0,신삼영,41,퍼플라인,STREET BOSS,6772775.0,13.0,7.0,3.0,1.0,번레거시,45018.0,1.0,1.0,0.0,0.0
44899,대륜함성,1,3,0,6,25.13,36.82,5.0,39.09,5.0,,3,0,0,0,0,휴양마,999,희망홀스,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,디바인신디,34891.0,1.0,0.0,0.0,0.0
39463,대마지풍,0,6,0,5,46.73,40.66,52.46,54.22,29.46,,17,1,0,2,"28,880",박병일,27,강태구,비와신세이키,18733.0,33.0,10.0,7.0,8.0,골드퓨처즈,29480.0,1.0,1.0,0.0,0.0
44399,대물,0,3,0,3,64.24,61.72,52.46,58.43,45.46,,8,3,2,1,"104,600",안병기,22,조명식,메니피,20256.0,11.0,5.0,4.0,1.0,아이즈어글로우,27534.0,0.0,0.0,0.0,0.0
45975,대박삭스,1,2,0,6,50.65,41.59,5.0,58.33,5.0,,1,0,0,0,"3,000",강성오,9,김창식,올드패션드,37972.0,6.0,4.0,2.0,0.0,렌드,18701.0,0.0,0.0,0.0,0.0
44515,대박스타,1,3,0,5,55.59,44.15,52.46,57.42,5.0,,8,0,2,1,"29,150",김동철,53,오종환,유로실버,33115.0,11.0,4.0,4.0,0.0,나라오름,36198.0,2.0,0.0,1.0,0.0
40110,대박행진,2,6,1,2,74.0,51.83,56.9,70.84,43.19,,31,1,7,2,"201,750",휴양마,999,최수군,JIMMY CREED,6102795.0,10.0,4.0,2.0,2.0,SHE'S AN ALPHA GAM,6981071.0,41.0,8.0,5.0,7.0
44821,대사리,0,3,0,4,44.72,57.76,52.46,57.52,43.19,,5,2,0,0,"55,000",리카디,34,노만영,아치아치아치,40056.0,7.0,3.0,1.0,1.0,뷰티이천,25043.0,18.0,3.0,5.0,1.0
43088,대산특급,1,4,0,4,62.79,51.83,52.46,66.53,41.48,,12,4,0,1,"84,200",구자흥,7,말사모,커널존,38332.0,15.0,6.0,3.0,1.0,대산여제,29061.0,10.0,0.0,1.0,3.0
43007,대세만세,2,4,0,4,50.47,49.04,43.56,56.01,46.63,,14,2,1,1,"60,280",박희철,15,신영식,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,스톰라이더,20032.0,35.0,5.0,4.0,4.0
40549,대승가온,2,5,0,6,36.73,39.26,5.0,57.26,5.0,,22,0,0,2,"16,800",휴양마,999,문석현,컬러즈플라잉,27443.0,7.0,1.0,1.0,3.0,한샘가온,27824.0,12.0,0.0,0.0,0.0
41986,대완구,0,4,0,4,57.07,44.27,52.46,57.79,53.5,,15,2,0,6,"67,400",김동균,52,김진영a,피스룰즈,25790.0,19.0,9.0,2.0,2.0,스피닝윈드,23937.0,7.0,2.0,2.0,1.0
45508,대왕삭스,1,2,0,6,53.12,36.82,5.0,76.21,5.0,,1,0,0,0,0,강성오,9,김창식,한센,32990.0,9.0,5.0,2.0,0.0,와우캣,36462.0,20.0,4.0,2.0,3.0
40675,대지의여인,2,5,0,3,72.39,78.48,43.56,61.85,58.03,,15,6,1,1,"166,240",강성오,9,김세민,사이먼퓨어,31261.0,15.0,3.0,5.0,2.0,캐치더스피릿,37958.0,4.0,0.0,1.0,1.0
43937,대천뷰티,1,3,0,5,46.06,40.89,52.46,61.12,5.0,,7,0,2,1,"25,150",최봉주,16,김경민,포리스트캠프,21999.0,11.0,4.0,2.0,0.0,뷰티풀태시,38348.0,11.0,1.0,1.0,3.0
42932,대천얼짱,0,4,0,4,58.44,47.41,61.35,61.9,46.63,,13,2,3,1,"61,800",휴양마,999,김경민,프라이빗보우,36299.0,12.0,4.0,1.0,2.0,얼짱불패,32721.0,12.0,0.0,2.0,2.0
43935,대천챔프,2,3,0,6,33.85,37.4,5.0,43.21,5.0,,5,0,0,0,"1,000",최봉주,16,김경민,포리스트캠프,21999.0,11.0,4.0,2.0,0.0,무적의챔프,38042.0,11.0,1.0,0.0,1.0
42821,대한질주,1,4,0,1,74.73,84.53,70.24,58.99,67.23,,16,8,4,1,"419,970",김동철,53,박재범,CONGRATS,6323689.0,22.0,7.0,2.0,5.0,라이트유어월드,40228.0,9.0,3.0,2.0,1.0
46016,대흥클래스,1,2,0,6,27.18,36.82,5.0,61.99,5.0,,2,0,0,0,0,최상식,28,임한용,콩코드포인트,38387.0,6.0,4.0,1.0,0.0,록오브선더,29041.0,20.0,0.0,3.0,0.0
42053,댄싱위드유,2,4,0,5,49.26,46.83,43.56,54.32,43.19,,16,1,1,3,"38,820",이희영,13,서순배,한센,32990.0,9.0,5.0,2.0,0.0,캔디아이,36631.0,5.0,0.0,1.0,1.0
41900,더검푸,0,5,1,1,64.28,59.16,56.9,49.0,83.24,,25,6,3,2,"316,800",토니,30,한명로,STRONG MANDATE,6986086.0,8.0,2.0,1.0,1.0,JESTER,6110133.0,69.0,5.0,6.0,11.0
45692,더드림캐리어,2,4,1,4,28.42,36.82,5.0,55.89,5.0,,1,0,0,0,0,신삼영,41,서창식,EUROZONE,6106432.0,10.0,4.0,1.0,1.0,LECHERY,6784982.0,9.0,0.0,0.0,0.0
46061,더록선샤인,1,2,0,6,40.77,36.82,5.0,65.65,5.0,,1,0,0,0,0,임채덕,35,손칠규,포리스트캠프,21999.0,11.0,4.0,2.0,0.0,아라비안버드,19448.0,38.0,4.0,3.0,1.0
43796,더리퍼,1,3,0,4,46.04,46.59,52.46,54.54,56.93,,15,1,5,1,"73,800",토니,30,한명로,한센,32990.0,9.0,5.0,2.0,0.0,제이스톤,26257.0,18.0,4.0,1.0,3.0
42810,더블블랙,2,4,0,4,32.04,64.75,25.78,37.85,38.59,,15,3,1,0,"105,100",최용구,8,강무웅,올드패션드,37972.0,6.0,4.0,2.0,0.0,검은요정,22327.0,20.0,4.0,2.0,2.0
45088,더블에지,1,3,0,3,67.49,92.67,43.56,60.03,29.46,,11,1,3,3,"243,100",안해양,26,(주)인펨,카우보이칼,38391.0,19.0,7.0,5.0,2.0,블레이드즈에지,40247.0,9.0,1.0,1.0,3.0
43317,더블테이크,2,4,0,5,43.97,42.75,39.12,49.63,5.0,,17,0,2,2,"28,970",안해양,26,김성래,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,럭키시스터,30034.0,22.0,1.0,1.0,3.0
41796,더스파이커,1,6,1,3,59.74,48.57,56.9,59.12,84.4,,28,1,3,3,"138,290",이신영,14,(주)일진코스메틱,언캡처드,44993.0,18.0,7.0,3.0,3.0,POPULARAFTERSCHOOL,6334245.0,6.0,0.0,1.0,2.0
43314,더퀸저스티스,2,4,0,4,59.36,57.18,52.46,63.85,53.5,,20,2,4,3,"105,520",휴양마,999,(주)인펨,메니피,20256.0,11.0,5.0,4.0,1.0,꽃마루,29130.0,27.0,2.0,0.0,4.0
43466,더트서퍼,0,5,1,4,47.75,41.71,21.33,58.05,43.19,,23,2,0,0,"65,600",유재길,23,태립,LOOKIN AT LUCKY,6781702.0,13.0,9.0,1.0,1.0,MIDTOWN MISS,6815062.0,26.0,4.0,8.0,4.0
42737,더파이팅,1,4,0,5,52.46,42.17,52.46,57.52,50.06,,15,1,1,2,"34,360",박병일,27,김정철,커널존,38332.0,15.0,6.0,3.0,1.0,윌링미스,28966.0,0.0,0.0,0.0,0.0
44270,더페이버릿,2,3,0,5,56.08,47.64,34.67,59.06,5.0,,10,0,2,2,"39,750",박재우,50,오종택,한센,32990.0,9.0,5.0,2.0,0.0,레이디즈안트레몬,38267.0,0.0,0.0,0.0,0.0
43999,데블케이,1,3,0,6,46.94,40.08,5.0,56.3,5.0,,6,0,0,2,"10,350",강환민,31,강경운,지롤라모,40246.0,11.0,5.0,0.0,1.0,플리트비체,31483.0,22.0,4.0,2.0,2.0
43193,데스크탑,1,4,0,5,48.07,41.82,52.46,53.2,50.06,,22,1,1,2,"39,030",배휴준,29,조금제,선더모카신,33119.0,2.0,2.0,0.0,0.0,키튼즈프라이드,33120.0,0.0,0.0,0.0,0.0
42662,델피니,2,4,0,5,37.81,41.12,5.0,49.15,5.0,,10,0,0,3,"12,280",휴양마,999,이한준,카우보이칼,38391.0,19.0,7.0,5.0,2.0,드림딜라이트,39749.0,4.0,0.0,0.0,0.0
45656,도깨비,0,4,1,4,54.56,42.17,16.89,58.87,5.0,,12,0,1,2,"37,500",조현수,11,피닉스,PALACE,6992315.0,30.0,12.0,7.0,5.0,POMPOUS LADY,6147388.0,0.0,0.0,0.0,0.0
45527,도끼불패,1,2,0,5,65.47,88.72,43.56,67.27,29.46,,1,1,0,0,"33,000",이준철,48,김형란,카우보이칼,38391.0,19.0,7.0,5.0,2.0,진저러시,41951.0,7.0,0.0,1.0,4.0
38910,도끼블레이드,1,6,0,1,68.93,100.0,61.35,55.61,51.44,,21,5,6,0,"616,450",토니,30,김형란,오피서,27420.0,9.0,6.0,1.0,1.0,앨리스프레모,25484.0,15.0,3.0,2.0,3.0
45370,도리포,2,2,0,6,43.24,36.82,5.0,62.4,5.0,,1,0,0,0,0,박천서,54,이진경,에치드,41547.0,11.0,7.0,0.0,0.0,최고야최고,35697.0,21.0,0.0,4.0,1.0
44635,돈마,1,3,0,5,39.53,57.76,52.46,52.64,29.46,,2,1,0,0,"22,000",강성오,9,김두식,클리어어템프트,34886.0,16.0,3.0,5.0,1.0,시크릿킨,38279.0,32.0,8.0,5.0,10.0
41667,돌격앞으로,2,6,1,4,57.76,44.62,43.56,58.33,56.93,,33,1,3,4,"121,290",최봉주,16,민홍기,MACLEAN'S MUSIC,6969041.0,1.0,1.0,0.0,0.0,LONE PEAK,6347049.0,3.0,0.0,0.0,0.0
43703,돌배,2,3,0,5,48.18,42.87,34.67,52.95,43.19,,8,1,0,0,"18,150",최상식,28,임한용,올드패션드,37972.0,6.0,4.0,2.0,0.0,은빛투혼,23702.0,14.0,4.0,0.0,0.0
38073,돌아온날리,1,8,1,2,64.51,50.55,61.35,58.07,43.19,,42,1,4,6,"192,100",신삼영,41,태희종합건설,ALGORITHMS,6969068.0,3.0,3.0,0.0,0.0,WHITELACENPROMISES,6816190.0,2.0,0.0,0.0,0.0
43452,돌아온뽀빠이,0,5,1,2,60.04,53.46,61.35,57.62,70.67,,25,2,5,8,"246,480",최용구,8,이영해,CONSTITUTION,6109230.0,8.0,4.0,0.0,1.0,NAUGHTY HOLIDAY,6112673.0,12.0,3.0,2.0,1.0
38099,돌콩,1,8,1,1,85.69,100.0,61.35,61.53,81.79,,16,8,3,0,"1,421,300",배대선,20,이태인,AFLEET ALEX,6620030.0,12.0,8.0,2.0,1.0,SWAMPOODLE,6848572.0,25.0,2.0,4.0,5.0
43823,동방사기,2,3,0,6,28.73,38.1,5.0,48.07,5.0,,8,0,0,0,"3,600",휴양마,999,함평제일,콩코드포인트,38387.0,6.0,4.0,1.0,0.0,소노라선셋,40223.0,0.0,0.0,0.0,0.0
44156,동방의혼,1,3,0,5,37.06,38.8,5.0,51.26,5.0,,10,0,0,3,"16,600",서인석,33,서상주,피스룰즈,25790.0,19.0,9.0,2.0,2.0,유정여장군,35957.0,3.0,0.0,1.0,0.0
43422,동서여걸,2,4,0,5,31.95,40.19,34.67,46.53,43.19,,21,1,1,1,"26,000",서홍수,24,김명식,카우보이칼,38391.0,19.0,7.0,5.0,2.0,동서대륙,31036.0,14.0,3.0,4.0,0.0
42114,동진최강,1,4,0,2,68.13,60.32,61.35,60.96,48.69,,13,5,2,0,"146,030",박윤규,4,민규동,오피서,27420.0,9.0,6.0,1.0,1.0,푸른미소,30927.0,17.0,4.0,1.0,3.0
44409,동트자웨이,1,3,0,6,44.47,39.73,5.0,52.03,5.0,,4,0,0,1,"6,100",휴양마,999,김평갑,티즈웨이,40058.0,20.0,7.0,1.0,5.0,동트자,27068.0,22.0,7.0,3.0,4.0
42244,동행,2,4,0,4,59.6,57.76,43.56,58.23,43.19,,8,2,2,0,"49,450",휴양마,999,배은정,미스치비어슬리,38245.0,26.0,3.0,2.0,7.0,레디나우,38263.0,5.0,0.0,0.0,0.0
43731,두손드라이브,1,3,0,5,48.89,44.62,52.46,57.4,43.19,,7,1,1,0,"26,950",박재우,50,이도명,한센,32990.0,9.0,5.0,2.0,0.0,홀리드라이브,29024.0,20.0,1.0,3.0,0.0
45147,두손멍군,1,4,1,3,59.05,46.59,61.35,58.49,56.93,,21,1,5,4,"160,670",정호익,10,이도명,RAISON D'ETAT,6977170.0,12.0,2.0,2.0,2.0,재쯔,46503.0,4.0,0.0,0.0,0.0
45146,두손장군,1,4,1,3,59.75,46.83,61.35,56.19,72.93,,19,3,2,0,"138,230",휴양마,999,이도명,BROKEN VOW,6309990.0,14.0,9.0,2.0,2.0,어바이드,44960.0,3.0,1.0,0.0,0.0
51987,두손챔프,2,2,1,4,21.01,36.82,5.0,45.33,5.0,,1,0,0,0,0,정호익,10,이도명,MINESHAFT,6312528.0,18.0,10.0,3.0,1.0,SLY HUMOR,6119731.0,19.0,3.0,6.0,2.0
45957,두손클래식,2,2,0,5,61.77,54.04,25.78,62.19,5.0,,4,0,1,2,"33,300",정호익,10,이도명,컬러즈플라잉,27443.0,7.0,1.0,1.0,3.0,클래시컬휴머,41958.0,22.0,3.0,2.0,2.0
44698,두손판타스틱,1,3,0,4,58.41,53.92,43.56,57.63,39.76,,14,2,2,2,"100,600",정호익,10,이도명,SHAKIN IT UP,6971222.0,10.0,4.0,2.0,1.0,티즈판타스틱,43296.0,2.0,0.0,0.0,1.0
45433,드래곤스타,1,2,0,5,63.62,54.86,43.56,71.34,43.19,,4,1,1,1,"46,000",휴양마,999,송창오,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,퍼리지안,29461.0,14.0,4.0,0.0,3.0
43293,드림노크,2,4,0,3,61.35,77.08,52.46,57.95,58.65,,15,4,3,3,"168,950",김동균,52,드림커뮤니티,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,레드뎀,39741.0,0.0,0.0,0.0,0.0
44085,드림로즈,2,3,0,6,41.39,41.01,5.0,47.97,5.0,,4,0,0,1,"6,100",휴양마,999,드림커뮤니티,티즈원더풀,34835.0,5.0,3.0,1.0,0.0,검화,30503.0,12.0,4.0,0.0,0.0
42063,드림맥스,2,4,0,3,38.99,57.88,43.56,48.53,72.93,,18,3,4,1,"128,320",조현수,11,김호진,컬러즈플라잉,27443.0,7.0,1.0,1.0,3.0,파이어러츠댄서,18177.0,3.0,0.0,0.0,0.0
