마번,마명,성별,연령,산지,level,스피드(100),수득상금(100),부담력(100),지구력(100),우승거리(100),레이팅,총경기,1st,2st,3st,수득상금(천원),조교사이름,조교사번호,마주,부마명,부마번,총경기_F,1st_F,2st_F,3st_F,모마명,모마번,총경기_M,1st_M,2st_M,3st_M
43063,런던스피드,2,4,0,4,48.8,51.48,34.67,54.88,43.19,,13,2,1,1,"47,600",안해양,26,임현성,커널존,38332.0,15.0,6.0,3.0,1.0,오리엔탈패스,27730.0,11.0,3.0,0.0,1.0
42397,런던액티브,2,4,0,4,58.5,64.98,52.46,59.62,36.33,,17,2,4,0,"92,450",휴양마,999,임현성,커널존,38332.0,15.0,6.0,3.0,1.0,아르누보,29956.0,4.0,3.0,0.0,0.0
45994,런던에이스,2,2,0,6,54.35,45.55,5.0,64.43,5.0,,2,0,0,1,"8,400",휴양마,999,임현성,테이크차지인디,39742.0,14.0,3.0,4.0,2.0,에이원,24222.0,26.0,5.0,3.0,2.0
42876,런던퀸,2,4,0,5,54.28,57.53,25.78,54.08,29.46,,17,1,1,2,"41,570",이희영,13,임현성,유로실버,33115.0,11.0,4.0,4.0,0.0,퀸즈스텝,28341.0,32.0,3.0,3.0,3.0
42695,런던파워,2,4,0,5,47.04,43.57,34.67,57.46,56.93,,13,1,0,2,"24,660",이희영,13,임현성,올드패션드,37972.0,6.0,4.0,2.0,0.0,로빈즈레인,33048.0,0.0,0.0,0.0,0.0
42448,런런런,1,4,0,4,52.21,44.03,52.46,53.8,50.06,,19,1,3,2,"61,500",서범석,12,청메이칭,피스룰즈,25790.0,19.0,9.0,2.0,2.0,행운성,29748.0,25.0,2.0,1.0,3.0
44689,런보이런,0,3,0,4,61.77,55.32,52.46,58.6,50.06,,6,2,1,1,"58,400",안해양,26,김길중,밥앤드존,36729.0,14.0,5.0,3.0,3.0,댄싱위드스타즈,25750.0,12.0,1.0,1.0,1.0
42632,레드백,1,4,0,3,60.04,50.9,61.35,55.03,72.38,,15,4,1,3,"141,310",휴양마,999,윤훈현,피스룰즈,25790.0,19.0,9.0,2.0,2.0,포리스트플라워,20084.0,0.0,0.0,0.0,0.0
45354,레드태풍,2,2,0,6,38.3,36.82,5.0,62.4,5.0,,1,0,0,0,0,안해양,26,제일우,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,레드벅,36736.0,0.0,0.0,0.0,0.0
46178,레몬블레이드,1,2,0,6,24.71,36.82,5.0,49.39,5.0,,2,0,0,0,0,강환민,31,김병진,카우보이칼,38391.0,19.0,7.0,5.0,2.0,메이저즈걸Ⅱ,38349.0,1.0,0.0,0.0,0.0
41476,레이디켈리,2,5,0,2,67.82,91.05,52.46,60.07,42.03,,21,6,1,5,"353,450",휴양마,999,(주)인펨,디바인파크,36735.0,9.0,6.0,0.0,0.0,빅터우먼,24712.0,21.0,3.0,1.0,1.0
38949,레이먼드,1,6,0,2,61.93,65.1,61.35,53.85,69.29,,37,5,3,9,"430,600",이관호,42,박남성,와이와이와이,29482.0,9.0,3.0,1.0,1.0,셀시,29417.0,2.0,0.0,1.0,0.0
43821,레이볼트,2,3,0,5,38.3,40.08,34.67,55.08,5.0,,8,0,2,0,"16,300",박천서,54,희망홀스,메니피,20256.0,11.0,5.0,4.0,1.0,러브투러브,36626.0,0.0,0.0,0.0,0.0
52034,레이스위너,2,2,1,4,72.88,89.53,25.78,70.52,29.46,,1,1,0,0,"41,250",정호익,10,에스지이건설,레이스데이,46317.0,12.0,6.0,1.0,2.0,PUUKU,6104839.0,0.0,0.0,0.0,0.0
44969,레전드데이,1,4,1,1,86.39,72.54,56.9,66.7,50.06,,17,8,3,1,"328,770",김동균,52,양순희,레이스데이,46317.0,12.0,6.0,1.0,2.0,SAKRA,6128339.0,0.0,0.0,0.0,0.0
44453,레전드삭스,2,3,0,5,57.44,64.63,25.78,61.18,29.46,,4,1,0,0,"23,400",강환민,31,김창식,카우보이칼,38391.0,19.0,7.0,5.0,2.0,액셉팅페이트,36328.0,0.0,0.0,0.0,0.0
46297,레전드케이,1,2,0,6,48.18,36.82,5.0,64.02,5.0,,1,0,0,0,0,배대선,20,강경운,선더모카신,33119.0,2.0,2.0,0.0,0.0,영크라운,27574.0,23.0,3.0,2.0,3.0
43556,로드반,1,5,1,2,77.62,66.49,61.35,59.89,54.6,,12,3,3,3,"192,750",서범석,12,임종근,MALIBU MOON,6310199.0,2.0,1.0,1.0,0.0,MELANCHOLY,6105431.0,0.0,0.0,0.0,0.0
43662,로드에이스,1,3,0,5,55.1,44.73,52.46,60.28,43.19,,10,1,1,1,"39,950",김동철,53,손병철,라이언산타,27312.0,36.0,13.0,2.0,4.0,청산도,23246.0,30.0,2.0,2.0,4.0
42355,로스트워,2,4,0,5,35.95,39.03,34.67,47.48,5.0,,20,0,1,2,"19,040",휴양마,999,피엔에스홈즈,TOURIST,6112210.0,18.0,6.0,3.0,4.0,아가워,40235.0,29.0,3.0,5.0,7.0
43201,로열로드,0,4,0,3,59.84,48.69,61.35,55.49,63.8,,18,3,3,4,"101,240",안병기,22,손병현,어플릿익스프레스,39737.0,7.0,4.0,1.0,1.0,오피서레이디,31973.0,2.0,0.0,0.0,1.0
45844,로열장다크,2,2,0,6,33.36,36.82,5.0,57.52,5.0,,1,0,0,0,0,최용건,51,이장호 ,영천에이스,31639.0,19.0,4.0,6.0,4.0,고스틀리갤,23427.0,35.0,5.0,6.0,6.0
43516,로열태리,1,5,1,4,32.37,38.68,5.0,53.78,5.0,,5,0,0,0,"8,470",강성오,9,이장호 ,BODEMEISTER,6969081.0,6.0,2.0,4.0,0.0,SILKY OMEGA,6980152.0,20.0,2.0,1.0,1.0
44940,로열함성,0,5,1,4,42.23,38.33,5.0,47.58,5.0,,22,0,0,2,"26,400",이관호,42,황의영,MONGOLIAN KHAN,6112085.0,17.0,8.0,0.0,1.0,TINKERMIA,6130170.0,0.0,0.0,0.0,0.0
44029,로즈골드,0,3,0,5,38.3,39.84,52.46,50.94,5.0,,11,0,2,2,"27,850",임채덕,35,황혜정,볼포니,18775.0,31.0,7.0,12.0,5.0,로열리뷰,31175.0,14.0,3.0,1.0,0.0
52003,로터스미르,2,2,1,4,53.12,41.59,5.0,65.65,5.0,,1,0,0,0,"3,750",서홍수,24,허윤범,FROSTED,6112206.0,19.0,6.0,6.0,2.0,ERMINE SLIPPERS,6783183.0,4.0,0.0,0.0,1.0
40946,록라인,1,5,0,2,62.72,53.23,65.79,59.86,45.94,,26,5,3,3,"228,990",최영주,3,소태영,록하드텐,31305.0,10.0,6.0,1.0,1.0,구룡령,11119.0,39.0,3.0,7.0,3.0
43550,록의제왕,1,5,1,2,62.31,54.51,56.9,62.49,47.73,,18,3,2,2,"187,720",휴양마,999,정영식,CONSTITUTION,6109230.0,8.0,4.0,0.0,1.0,MAYAN MILAGRA,6814079.0,3.0,0.0,0.0,0.0
46010,록임팩트,1,2,0,6,38.92,38.68,5.0,63.21,5.0,,4,0,0,0,"4,800",박병일,27,본투런,록하드텐,31305.0,10.0,6.0,1.0,1.0,마이티엔젤,19752.0,14.0,2.0,5.0,2.0
43137,록파이터,1,4,0,4,57.44,48.8,61.35,57.37,47.73,,16,3,2,2,"90,840",휴양마,999,강승연,록하드텐,31305.0,10.0,6.0,1.0,1.0,올블레싱즈,24155.0,11.0,0.0,0.0,2.0
44382,루나실버,2,3,0,4,46.2,48.92,43.56,48.58,63.8,,10,2,2,1,"69,200",김동균,52,공이공팔,사이먼퓨어,31261.0,15.0,3.0,5.0,2.0,로렌브레이,33029.0,18.0,4.0,3.0,0.0
42418,루미너스퀸,2,4,0,4,67.12,59.51,43.56,64.38,46.63,,9,2,2,0,"57,300",신삼영,41,손학봉,사이먼퓨어,31261.0,15.0,3.0,5.0,2.0,동해야,27003.0,0.0,0.0,0.0,0.0
41034,루이사,2,5,0,2,70.21,69.98,43.56,64.31,48.35,,25,4,6,4,"293,770",최용건,51,김철,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,깍쟁이,27229.0,23.0,6.0,5.0,4.0
38733,루킹굿,1,6,0,2,54.68,63.82,48.01,57.69,55.21,,19,4,0,6,"196,770",전승규,25,신우철,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,퀘일런,29464.0,5.0,1.0,1.0,2.0
42748,룰즈클래스,1,4,0,4,55.44,46.24,61.35,62.06,43.19,,17,2,2,4,"81,790",휴양마,999,송암축산,피스룰즈,25790.0,19.0,9.0,2.0,2.0,플라잉라푼젤,36712.0,23.0,3.0,5.0,2.0
45841,리걸하이,2,2,0,6,52.3,42.64,5.0,66.46,5.0,,3,0,0,1,"8,400",휴양마,999,강균호,지롤라모,40246.0,11.0,5.0,0.0,1.0,캡티브,25808.0,13.0,4.0,2.0,1.0
43964,리마커블,2,3,0,4,59.21,53.69,25.78,62.88,43.19,,15,2,2,2,"103,500",서홍수,24,조용학,커널존,38332.0,15.0,6.0,3.0,1.0,원더드리머,29921.0,27.0,2.0,1.0,4.0
43872,리버태양,0,3,0,5,53.61,45.66,52.46,62.72,43.19,,5,1,0,0,"27,000",정호익,10,(주)디알엠씨티,메니피,20256.0,11.0,5.0,4.0,1.0,캐피리버,34070.0,4.0,1.0,1.0,0.0
41249,리얼팩,0,5,0,5,46.81,40.66,52.46,48.67,5.0,,18,0,2,0,"23,000",박병일,27,임한용,오피서,27420.0,9.0,6.0,1.0,1.0,리얼로우즈,27537.0,1.0,1.0,0.0,0.0
44261,리월마,0,3,0,4,75.35,89.18,39.12,70.93,43.19,,2,2,0,0,"55,000",서홍수,24,박시용,콩코드포인트,38387.0,6.0,4.0,1.0,0.0,낫애니모어,31193.0,28.0,3.0,6.0,4.0
46008,리치게이트,1,2,0,6,50.65,40.54,5.0,67.27,5.0,,1,0,0,0,"2,400",이준철,48,이종욱,아치아치아치,40056.0,7.0,3.0,1.0,1.0,게이트웨이,19633.0,27.0,5.0,3.0,4.0
41871,릴패트론,0,6,1,1,73.14,70.1,61.35,57.91,69.64,,29,7,5,2,"492,450",서인석,33,고재완,FIBER SONDE,6772322.0,0.0,0.0,0.0,0.0,TEQUILA N' LIME,6126367.0,37.0,5.0,4.0,11.0
45728,마구마,1,2,0,6,40.77,38.68,5.0,70.93,5.0,,2,0,0,0,"2,400",안해양,26,임흥호,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,호루라기,31609.0,25.0,4.0,3.0,4.0
44569,마루마,0,3,0,5,56.41,43.1,52.46,56.16,5.0,,9,0,1,3,"29,500",강성오,9,(주)디알엠씨티,메니피,20256.0,11.0,5.0,4.0,1.0,익스플리시틀리,20314.0,8.0,1.0,3.0,2.0
43741,마바위,1,3,0,4,58.61,49.04,61.35,62.31,50.06,,9,1,3,1,"65,600",박천서,54,김종진,록하드텐,31305.0,10.0,6.0,1.0,1.0,마볼트,29951.0,33.0,3.0,4.0,5.0
37040,마스크,1,7,0,1,77.41,95.7,61.35,61.15,52.81,,36,5,6,7,"910,140",문병기,21,김진태,테스타마타,34428.0,38.0,7.0,4.0,7.0,파이어앤바이스,31268.0,0.0,0.0,0.0,0.0
45876,마에스트라,2,2,0,6,61.77,54.27,5.0,68.9,5.0,,2,0,0,2,"16,800",우창구,5,한명로,메니피,20256.0,11.0,5.0,4.0,1.0,인비엑티브,32372.0,23.0,3.0,8.0,4.0
43053,마에스트로,1,4,0,5,44.19,41.01,52.46,55.64,50.06,,13,1,0,1,"27,090",박희철,15,우동희,커널존,38332.0,15.0,6.0,3.0,1.0,메시지레드,25767.0,14.0,6.0,5.0,1.0
45768,마의웨이,1,2,0,6,54.77,41.24,5.0,64.83,5.0,,3,0,0,1,"8,400",박천서,54,퍼플라인,투아너앤드서브,41566.0,11.0,6.0,1.0,2.0,심신지려,29926.0,47.0,4.0,3.0,5.0
44830,마이공주,0,3,0,6,31.3,39.03,5.0,54.54,5.0,,6,0,0,2,"7,000",강성오,9,이기선,퍼지,39750.0,15.0,6.0,1.0,2.0,가시공주,36449.0,8.0,1.0,2.0,0.0
46191,마이원,0,2,0,6,45.71,36.82,5.0,70.52,5.0,,1,0,0,0,0,정호익,10,백국인,퍼지,39750.0,15.0,6.0,1.0,2.0,쇼우타임,26108.0,19.0,2.0,2.0,2.0
42021,마이윈,1,4,0,4,59.16,51.25,61.35,58.42,47.73,,9,3,1,1,"59,200",송문길,40,손병철,라이언산타,27312.0,36.0,13.0,2.0,4.0,미스다이앤,33036.0,22.0,5.0,5.0,2.0
43582,마이티고,0,5,1,1,86.22,74.29,52.46,65.89,50.06,,20,7,3,2,"425,800",휴양마,999,조병태,레이스데이,46317.0,12.0,6.0,1.0,2.0,레보레이디,40059.0,3.0,0.0,0.0,1.0
43851,마이티굿,1,3,0,4,54.22,46.24,52.46,62.76,46.63,,9,2,1,2,"79,000",서홍수,24,조병태,BIG BLUE KITTEN,6995237.0,33.0,14.0,8.0,5.0,모어미스크리시,41980.0,18.0,3.0,5.0,3.0
44938,마이티뉴,0,5,1,1,74.58,84.53,61.35,62.95,54.18,,16,5,2,3,"266,830",서홍수,24,조병태,RED GIANT,6772157.0,12.0,6.0,3.0,1.0,OUTRAGE,6130166.0,0.0,0.0,0.0,0.0
44835,마이티렘,2,3,0,6,5.0,36.82,5.0,41.67,5.0,,2,0,0,0,0,휴양마,999,조병태,LEMON DROP KID,6259767.0,24.0,10.0,3.0,3.0,레이디스트럭골드,41917.0,6.0,1.0,1.0,1.0
43834,마이티선샤인,1,3,0,4,55.1,45.78,61.35,59.14,46.63,,15,2,2,2,"68,350",임채덕,35,손칠규,원쿨캣,25670.0,10.0,5.0,0.0,1.0,마이티엔젤,19752.0,14.0,2.0,5.0,2.0
41899,마이티수,1,5,1,1,71.86,67.66,61.35,60.63,66.07,,17,6,2,2,"310,760",휴양마,999,조병태,SUPER SAVER,6795075.0,10.0,3.0,2.0,1.0,GOLD INDY,6779769.0,6.0,1.0,1.0,2.0
45879,마이티쎈,1,2,0,6,53.12,36.82,5.0,74.59,5.0,,1,0,0,0,0,서홍수,24,조병태,한센,32990.0,9.0,5.0,2.0,0.0,샤프게일,32129.0,30.0,6.0,7.0,2.0
44074,마이티앤,2,3,0,6,37.99,39.96,5.0,51.83,5.0,,8,0,0,1,"9,100",휴양마,999,조병태,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,스위트뮤직,26470.0,32.0,3.0,2.0,3.0
45657,마이티웰,1,4,1,3,65.16,51.13,61.35,52.13,77.53,,8,1,2,1,"78,600",서홍수,24,조병태,TALE OF EKATI,6772811.0,15.0,5.0,1.0,0.0,IMA SOUL MISS,6107299.0,9.0,3.0,0.0,1.0
44917,마이티지,1,4,1,2,70.6,59.51,70.24,66.33,47.73,,13,3,6,2,"216,000",서홍수,24,조병태,GOLDENCENTS,6103967.0,18.0,7.0,7.0,0.0,ENGAGINGLEE,6125151.0,25.0,4.0,6.0,4.0
44916,마이티칩,1,4,1,2,62.38,58.11,70.24,59.75,67.23,,12,4,0,3,"157,530",서홍수,24,조병태,언캡처드,44993.0,18.0,7.0,3.0,3.0,BAGANARA,6129683.0,0.0,0.0,0.0,0.0
51988,마이티큐,2,2,1,4,65.47,57.88,25.78,72.96,5.0,,1,0,1,0,"16,500",서홍수,24,조병태,TAPWRIT,6112413.0,13.0,4.0,1.0,1.0,AMMALU,6516517.0,2.0,0.0,1.0,0.0
44918,마이티킥,0,4,1,4,60.53,40.19,25.78,62.48,5.0,,10,0,2,0,"37,200",휴양마,999,조병태,MACHO UNO,6307064.0,14.0,6.0,1.0,3.0,BESTPERSONALREGARD,6113146.0,1.0,0.0,0.0,0.0
45132,마이티팝,1,4,1,2,67.27,54.51,70.24,62.4,68.33,,11,3,3,1,"147,090",서홍수,24,조병태,SUPER SAVER,6795075.0,10.0,3.0,2.0,1.0,SHOW ME THE ROSES,6323244.0,7.0,0.0,1.0,1.0
45131,마이티후,1,4,1,2,60.69,50.9,70.24,53.51,84.4,,15,4,1,2,"180,990",서홍수,24,조병태,BODEMEISTER,6969081.0,6.0,2.0,4.0,0.0,HOLY BUBBETTE,6526797.0,13.0,6.0,2.0,0.0
44599,마파람,2,3,0,5,55.8,48.92,25.78,59.28,39.76,,12,2,1,0,"55,800",문병기,21,(주)나스카,선더모카신,33119.0,2.0,2.0,0.0,0.0,대륙의별,30951.0,28.0,1.0,3.0,2.0
43489,마하걸,2,5,1,4,41.18,37.28,5.0,53.32,5.0,,12,0,0,0,"1,600",최봉주,16,미즈타니 마사테루,KANE HEKILI,6771400.0,14.0,8.0,2.0,0.0,TAHITIAN MEMORY,6853928.0,1.0,0.0,0.0,0.0
44528,마하스타,2,3,0,5,61.77,57.65,34.67,73.78,43.19,,2,1,0,0,"15,000",최용건,51,장철환,맘보트레인,29287.0,29.0,2.0,3.0,3.0,덕수궁,18420.0,36.0,6.0,2.0,2.0
38539,만석지기,1,6,0,3,58.55,50.08,70.24,44.42,76.37,,25,6,2,4,"174,130",박병일,27,강태구,PAYNTER,6970674.0,11.0,4.0,4.0,0.0,로희,36674.0,0.0,0.0,0.0,0.0
41041,만세,0,5,0,3,47.92,48.8,61.35,50.43,67.23,,29,4,4,3,"188,590",문병기,21,김진태,AFLEET ALEX,6620030.0,12.0,8.0,2.0,1.0,라스트워드,38414.0,4.0,1.0,2.0,0.0
45906,매디슨마운틴,2,2,0,6,29.65,36.82,5.0,59.14,5.0,,2,0,0,0,0,배휴준,29,이미경,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,필리매디슨,41945.0,18.0,2.0,2.0,4.0
44001,매디슨뮤직,2,3,0,6,34.18,38.45,5.0,49.93,5.0,,6,0,0,1,"3,500",박희철,15,이미경,CUPID,6114915.0,13.0,6.0,1.0,0.0,필리매디슨,41945.0,18.0,2.0,2.0,4.0
43477,매직그레이스,2,3,0,4,57.85,62.77,30.23,55.42,45.46,,12,3,0,1,"106,550",서인석,33,최상일,매직댄서,28533.0,29.0,10.0,4.0,2.0,우아등선,30499.0,14.0,6.0,0.0,1.0
43475,매직러시,0,3,0,5,48.18,46.48,43.56,55.89,43.19,,10,1,0,0,"32,600",서인석,33,최상기,매직댄서,28533.0,29.0,10.0,4.0,2.0,어거스트러쉬,31588.0,16.0,5.0,0.0,2.0
43812,매직모카신,2,3,0,6,36.1,43.1,5.0,47.04,5.0,,9,0,0,2,"18,600",구자흥,7,고창범,선더모카신,33119.0,2.0,2.0,0.0,0.0,온리포윈,26055.0,6.0,0.0,0.0,0.0
45765,매직아워,1,2,0,5,70.41,69.05,43.56,68.9,29.46,,2,1,0,0,"41,000",정호익,10,박남성,CONNECT,6114907.0,8.0,6.0,0.0,1.0,캐시미어우즈,44972.0,1.0,0.0,0.0,0.0
42597,매직조이,0,4,0,4,46.77,50.08,56.9,50.38,77.53,,14,1,3,1,"76,560",서인석,33,최상기,매직댄서,28533.0,29.0,10.0,4.0,2.0,너와기쁨을,31992.0,8.0,1.0,0.0,2.0
42601,매직주니어,0,4,0,3,68.56,60.91,61.35,60.7,44.91,,12,4,1,1,"131,430",서인석,33,최상기,매직댄서,28533.0,29.0,10.0,4.0,2.0,헤이주드,30277.0,19.0,3.0,1.0,3.0
43480,매직주드,2,3,0,6,45.36,42.52,5.0,57.63,5.0,,7,0,0,2,"15,150",서인석,33,최상일,매직댄서,28533.0,29.0,10.0,4.0,2.0,헤이주드,30277.0,19.0,3.0,1.0,3.0
45595,매직콘서트,2,2,0,5,34.59,71.03,25.78,48.98,29.46,,2,1,0,0,"33,000",서인석,33,최상일,매직댄서,28533.0,29.0,10.0,4.0,2.0,어거스트러쉬,31588.0,16.0,5.0,0.0,2.0
42596,매직타이드,2,4,0,4,57.88,52.06,34.67,62.16,43.19,,14,1,1,4,"64,980",서인석,33,최상기,매직댄서,28533.0,29.0,10.0,4.0,2.0,꽃여울,27232.0,26.0,1.0,8.0,4.0
42722,머니가락,0,4,0,4,47.41,42.17,52.46,52.84,56.93,,16,1,2,3,"54,170",배대선,20,박상헌,백광,15477.0,25.0,11.0,8.0,3.0,럭키샤이니,34861.0,12.0,0.0,0.0,1.0
42535,머니스톤,2,4,0,6,33.1,37.63,34.67,52.39,5.0,,19,0,1,1,"11,500",곽영효,19,정기환,모던카우보이,39812.0,32.0,12.0,4.0,3.0,제이원,34427.0,17.0,0.0,1.0,2.0
40843,머니시장,2,5,0,3,66.65,61.49,48.01,64.6,43.19,,21,2,4,3,"150,270",배대선,20,박상헌,피스룰즈,25790.0,19.0,9.0,2.0,2.0,퍼스트워리어,30274.0,16.0,1.0,4.0,1.0
43998,머니신,1,3,0,6,19.36,36.82,5.0,49.66,5.0,,3,0,0,0,0,배대선,20,문창완,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,은빛환희,34866.0,14.0,2.0,0.0,1.0
46039,머니장군,1,2,0,6,49.41,47.18,43.56,62.8,5.0,,2,0,1,0,"13,200",배대선,20,박상헌,에어쉐이디,29376.0,37.0,7.0,10.0,5.0,스위트일루전,32217.0,9.0,0.0,2.0,1.0
37662,머니지프,0,7,0,2,60.77,47.64,61.35,57.5,60.36,,52,4,4,8,"290,980",배대선,20,강종우,엑스플로잇,18206.0,6.0,5.0,1.0,0.0,그랜드지프,19326.0,28.0,4.0,7.0,3.0
40297,머니챔프,0,5,0,3,59.73,50.2,56.9,58.74,40.45,,34,5,3,3,"211,870",심승태,37,최임규,경부대로,26618.0,32.0,12.0,7.0,8.0,기적의천사,27000.0,0.0,0.0,0.0,0.0
44197,머니탑,2,3,0,6,24.96,37.17,5.0,47.85,5.0,,10,0,0,0,"1,250",배대선,20,박상헌,케이탑,28224.0,15.0,6.0,2.0,4.0,럭키샤이니,34861.0,12.0,0.0,0.0,1.0
45098,머스탱참,2,3,0,5,49.3,43.57,34.67,53.97,5.0,,11,0,2,1,"26,700",김동철,53,김세민,카우보이칼,38391.0,19.0,7.0,5.0,2.0,머스탱퀸,25293.0,20.0,5.0,5.0,1.0
44706,머스탱파워,0,3,0,4,47.47,58.7,56.9,52.99,67.23,,7,2,1,1,"64,400",강환민,31,이영성,아치아치아치,40056.0,7.0,3.0,1.0,1.0,크리스털레거시,36340.0,1.0,0.0,0.0,0.0
45256,멋진강호,1,2,0,6,40.77,36.82,5.0,59.96,5.0,,1,0,0,0,0,박윤규,4,정기찬,티즈원더풀,34835.0,5.0,3.0,1.0,0.0,나이스터치,24718.0,16.0,1.0,0.0,4.0
43778,멋진기록,0,3,0,5,49.55,47.87,43.56,54.09,43.19,,9,1,1,1,"45,800",박윤규,4,정기찬,커널존,38332.0,15.0,6.0,3.0,1.0,그레이톰보이,23347.0,24.0,1.0,2.0,3.0
43600,멋진왕자,1,5,1,2,64.54,51.95,70.24,60.02,67.23,,24,2,4,2,"166,560",박윤규,4,정기찬,TEMPLE CITY,6783715.0,15.0,4.0,2.0,4.0,BRILLIANT FUTURE,6112569.0,0.0,0.0,0.0,0.0
43844,메니골드,2,3,0,4,68.29,61.95,34.67,64.37,36.33,,7,2,1,1,"66,200",리카디,34,홍종철,메니피,20256.0,11.0,5.0,4.0,1.0,차이나골드,36719.0,6.0,1.0,2.0,0.0
38680,메니스피드,1,6,0,2,52.01,53.69,70.24,52.02,82.07,,38,3,7,9,"246,210",조현수,11,최몽주,메니피,20256.0,11.0,5.0,4.0,1.0,미스개츠비Ⅱ,34849.0,3.0,0.0,0.0,0.0
44621,메니스피어,2,3,0,4,53.12,55.79,34.67,60.5,43.19,,6,2,1,0,"58,200",휴양마,999,김영완,메니피,20256.0,11.0,5.0,4.0,1.0,디그리,40219.0,6.0,1.0,0.0,1.0
44049,메니에이스,2,3,0,6,46.53,47.99,34.67,62.12,5.0,,3,0,1,0,"12,000",곽영효,19,나기두,메니피,20256.0,11.0,5.0,4.0,1.0,인비엑티브,32372.0,23.0,3.0,8.0,4.0
43667,메니원더풀,1,3,0,5,62.18,51.13,43.56,62.12,29.46,,6,1,0,1,"41,750",김동균,52,박정배,티즈원더풀,34835.0,5.0,3.0,1.0,0.0,메니머니,31996.0,27.0,8.0,6.0,5.0
40901,메니챔프,1,5,0,2,69.18,58.46,52.46,63.99,37.7,,26,5,3,2,"255,400",휴양마,999,조명식,메니피,20256.0,11.0,5.0,4.0,1.0,다이아몬드브리나,23921.0,7.0,1.0,0.0,0.0
45263,메니포켓,2,2,0,6,50.65,45.55,5.0,72.15,5.0,,2,0,0,1,"8,400",휴양마,999,박정배,카우보이칼,38391.0,19.0,7.0,5.0,2.0,메니머니,31996.0,27.0,8.0,6.0,5.0
40517,메니히어로,1,5,0,1,83.51,87.44,61.35,62.01,52.12,,23,10,4,2,"534,420",김동균,52,박정배,메니피,20256.0,11.0,5.0,4.0,1.0,포킷풀어브머니,18819.0,38.0,9.0,9.0,5.0
51985,메디치울프,2,2,1,4,60.53,57.88,25.78,71.34,5.0,,1,0,1,0,"16,500",송문길,40,(주)나스카,GOOD SAMARITAN,6115212.0,15.0,4.0,3.0,2.0,TREPIDATION,6325336.0,0.0,0.0,0.0,0.0
43883,메이블레이드,2,3,0,4,52.17,43.22,34.67,54.83,46.63,,13,2,0,0,"41,150",이준철,48,김형란,카우보이칼,38391.0,19.0,7.0,5.0,2.0,메이저즈걸Ⅱ,38349.0,1.0,0.0,0.0,0.0
42756,메인오브킹,0,4,0,4,51.69,40.66,52.46,56.83,5.0,,20,0,5,2,"52,840",이관호,42,손병현,포리스트캠프,21999.0,11.0,4.0,2.0,0.0,메인어브젝티브,25711.0,1.0,0.0,0.0,1.0
45853,메타블레이드,2,2,0,6,61.77,53.34,25.78,72.56,5.0,,2,0,1,0,"15,900",강환민,31,김병진,컬러즈플라잉,27443.0,7.0,1.0,1.0,3.0,동방로즈,23199.0,22.0,7.0,2.0,3.0
43021,명진데이,1,4,0,3,63.74,60.21,56.9,60.85,59.2,,10,3,2,2,"94,590",휴양마,999,정은섭,애니기븐새터데이,36358.0,11.0,6.0,2.0,1.0,루시판드,25738.0,29.0,3.0,4.0,3.0
42263,명진캔디,2,4,0,5,45.09,41.36,8.0,47.05,43.19,,16,1,1,1,"29,700",휴양마,999,(주)자성실업,TWIRLING CANDY,6967942.0,11.0,7.0,1.0,1.0,사이드레터,40152.0,14.0,4.0,2.0,1.0
38738,명품축제,1,6,0,1,55.59,76.73,61.35,49.36,70.67,,32,5,1,6,"573,230",김윤섭,32,백경무,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,원더유니콘,20735.0,36.0,8.0,6.0,4.0
43479,모닝파이브,2,3,0,6,44.3,38.8,34.67,58.91,5.0,,7,0,1,0,"8,350",서인석,33,최상일,모닝캄,38246.0,23.0,4.0,3.0,3.0,파이브골드링즈,33089.0,7.0,0.0,0.0,0.0
43476,모닝펄,2,3,0,5,57.32,47.18,25.78,66.7,5.0,,10,0,2,3,"41,100",서인석,33,최상기,모닝캄,38246.0,23.0,4.0,3.0,3.0,어매스,24435.0,20.0,4.0,3.0,4.0
45223,모닝프린스,1,2,0,6,52.3,46.71,5.0,66.46,5.0,,3,0,0,2,"18,900",서인석,33,최상기,모닝캄,38246.0,23.0,4.0,3.0,3.0,파이브골드링즈,33089.0,7.0,0.0,0.0,0.0
42599,모닝힐,0,4,0,3,68.6,60.44,52.46,62.07,40.45,,15,5,1,1,"152,150",서인석,33,최상일,모닝캄,38246.0,23.0,4.0,3.0,3.0,메다글로리아,34578.0,10.0,2.0,3.0,1.0
39909,모르피스,0,7,1,1,85.42,69.63,88.02,70.44,55.63,,39,11,7,7,"1,303,300",이관호,42,박남성,STEPHEN GOT EVEN,6310354.0,11.0,5.0,1.0,1.0,CHINCHILLA,6110280.0,34.0,4.0,6.0,5.0
42618,모스트스피드,2,4,0,3,60.41,57.76,56.9,59.03,44.91,,21,4,2,2,"133,940",휴양마,999,고재완,페더럴리스트,34735.0,16.0,7.0,1.0,0.0,오버스피드,29675.0,14.0,3.0,2.0,2.0
