마번,마명,성별,연령,레이팅1,수득상금(천원),마주,부마명,모마명,조교사이름,조교사번호,총경기,1st,2st,3st,산지,level
43436,장산몬스터,0,5,58,"117,180",김병진,PAYNTER,PEGASUS PRINCESS,토니,30,17,1,2,7,1,3
44749,장산미사일,0,4,68,"129,980",김병진,WILL TAKE CHARGE,JULIE FROM DIXIE,강환민,31,13,4,1,4,1,2
41433,장산바다,1,5,92,"406,960",김형란,올드패션드,한바다,토니,30,19,7,4,3,0,1
43437,장산스타트,0,5,36,"30,690",김병진,ORB,WISH AWAY,토니,30,19,0,1,1,1,4
43494,장산탱크,0,5,43,"69,700",김병진,WILL TAKE CHARGE,ANNATLANTIC,최용건,51,21,1,0,4,1,4
43438,장산포에버,0,5,75,"154,400",김병진,CONVEYANCE,THE SCHVAGEN,리카디,34,10,4,2,1,1,2
43885,장산포이즌,1,3,73,"164,900",김병진,KANTHAROS,진저러시,최용건,51,12,4,2,2,0,2
38575,장산플라이,0,6,63,"245,490",김형란,컬러즈플라잉,스톨른미스,토니,30,30,5,4,3,0,3
41500,장수나봄,1,5,32,"58,120",서동해,올드패션드,미스로브,박재우,50,22,1,2,4,0,5
46162,장흥클래스,1,2,0,0,임한용,투아너앤드서브,큐트앤새시,최봉주,16,2,0,0,0,0,6
41391,전정사금,2,5,49,"118,890",박재범,티즈원더풀,플리트코즈웨이,이관호,42,20,2,3,3,0,4
41218,정문볼트,1,5,64,"161,230",김재영,한센,프런틴,휴양마,999,22,3,5,2,0,3
39498,정문사이,1,6,89,"449,820",김재영,사이먼퓨어,케이빌,홍대유,6,23,6,3,4,0,1
43456,정문에이스,1,5,63,"148,750",김재영,OXBOW,GREENAPPLE MARTINI,홍대유,6,24,2,5,3,1,3
42702,정문최강,0,4,21,"17,490",김재영,올드패션드,리마커블스토리,구자흥,7,20,1,0,0,0,5
43920,정문파파고,0,3,28,"21,900",김재영,카우보이칼,설트리조스키,구자흥,7,5,0,2,1,0,5
45924,정상럭키,2,2,0,0,정동진,머스킷맨,사우스바운드,강환민,31,2,0,0,0,0,6
39620,정상스타,2,6,62,"174,670",정동진,테스타마타,러브마이와일드캣,박희철,15,23,5,2,2,0,3
44466,정상제트,2,3,51,"127,350",정동진,MR. Z,스마트사이트,박희철,15,12,3,1,0,0,3
43585,정상킹덤,1,5,39,"56,670",정동진,LOOKIN AT LUCKY,NASH'S JOY,박희철,15,28,0,2,2,1,4
44218,정상파이팅,2,3,28,"27,600",정동진,한센,어나더헤리티지,강환민,31,8,1,0,1,0,5
46030,정우도다샤,2,2,0,0,민용태,테이크차지인디,노피곰도다샤,박천서,54,1,0,0,0,0,6
45404,정우포에버,0,2,0,"3,000",민용태,테이크차지인디,마이티포에버,박천서,54,1,0,0,0,0,6
50317,정우플라잉,1,3,0,0,민용태,컬러즈플라잉,라이런,박천서,54,1,0,0,0,0,6
43429,제다이,2,4,60,"224,400",(주)나스카,카우보이칼,빛의여왕,휴양마,999,18,4,4,4,0,3
46313,제다이포스,2,4,38,"19,800",(주)나스카,PALACE MALICE,SUMMER RENDEZVOUS,송문길,40,8,0,0,1,1,4
42646,제로백파이브,2,4,0,"1,250",청수,포리스트캠프,미스트래블린,휴양마,999,9,0,0,0,0,6
45203,제로백포,2,2,0,0,청수,지롤라모,팻시즈프린세스,휴양마,999,2,0,0,0,0,6
37599,제왕의별,1,7,58,"240,400",(주)녹원목장,엑톤파크,런라이트스루,임채덕,35,40,4,5,1,0,3
46273,제우시대,2,2,0,"11,400",구인택,카우보이칼,애비,최용건,51,4,0,0,1,0,6
43532,제이에스군주,0,5,51,"112,500",박민지,DANZA,TICO BREEZE,박재우,50,26,1,4,1,1,3
45457,제이에스군황,1,4,36,"16,200",박민지,VIOLENCE,JERMIDY,손영표,2,15,0,0,1,1,4
45104,제이트로스,2,3,36,"74,150",허장원,카우보이칼,트라피컬선셋,휴양마,999,10,1,3,1,0,4
45159,제이피닉스,0,3,40,"76,600",허장원,올드패션드,빛의여왕,휴양마,999,4,2,1,1,0,4
39308,제주의요정,2,6,35,"72,080",미즈타니 마사테루,채플로열,검은요정,최봉주,16,29,2,1,4,0,5
37212,제주의흑선,2,7,51,"167,490",무라카미 켄세이,원쿨캣,빅터우먼,서범석,12,43,1,8,6,0,3
45999,제타마스터,1,2,0,0,김갑수,테스타마타,백산여왕,우창구,5,2,0,0,0,0,6
43070,젤로스,2,4,26,"14,100",함평제일,시에로골드,브리짓스드림,휴양마,999,14,0,1,2,0,5
41733,조우니가,2,6,74,"257,600",안희철,GOLDENCENTS,DIXIE STAMP,문병기,21,32,3,4,3,1,2
40602,조이브라더,0,5,75,"318,290",이성인,피스룰즈,풀문파티,리카디,34,22,6,5,2,0,2
42131,좋은관계,0,4,47,"124,040",유영준,머스킷맨,수호천사,신삼영,41,20,2,2,4,0,4
46261,주몽천하,1,2,0,"16,200",씨유네트워크,카우보이칼,킹덤레이스,강환민,31,2,0,1,0,0,6
44296,주얼리베스트,2,3,0,"2,000",김태성,지롤라모,주얼리파티,심승태,37,11,0,0,0,0,6
43186,중추부사,2,4,31,"28,800",김기종,컬러즈플라잉,비바라슬램,강성오,9,10,2,1,0,0,5
43181,지금여기에,1,4,27,"38,400",최성룡,커널존,승리의함성,김윤섭,32,23,1,1,1,0,5
45183,지모션,1,2,0,"21,600",이강운,SUMMER FRONT,레이디도리스,리카디,34,2,0,1,1,0,6
43318,지산군,1,4,55,"99,550",(주)인펨,커널존,미스메리트,안해양,26,16,3,2,2,0,3
45086,지스타,0,3,31,"26,950",(주)인펨,메니피,꽃마루,안해양,26,8,1,1,0,0,5
44239,질주대세,2,3,31,"22,550",김창표,빅스,동남대로,휴양마,999,2,1,1,0,0,5
42143,질주본,0,4,50,"106,110",박준배,애니기븐새터데이,스테인드글라스,최영주,3,13,2,2,4,0,4
44493,질주에바다,1,3,26,"21,000",고재완,애니기븐새터데이,사이치,휴양마,999,13,0,1,2,0,5
40792,질주의꿈,2,5,36,"71,690",박남성,아치아치아치,스마티비곤,전승규,25,15,2,1,0,0,4
44249,질주의칸,2,3,30,"23,250",희망홀스,카우보이칼,으뜸칸,휴양마,999,7,1,0,0,0,5
45581,질풍한별,2,2,0,0,고창범,선더모카신,질풍당당,구자흥,7,1,0,0,0,0,6
45238,짜릿한자유,1,2,0,0,우태율,커널존,아가워,안병기,22,2,0,0,0,0,6
39891,짱콩,1,7,107,"461,100",이태인,티즈웨이,캐어리에터,배대선,20,28,5,4,5,1,1
44489,차돌런,2,3,27,"20,950",전은영,AMERICAN FREEDOM,머큐리얼메니스,홍대유,6,12,1,0,1,0,5
43764,차이밍보이,1,3,0,"4,750",곽승용,카우보이칼,차이밍비카,최봉주,16,5,0,0,1,0,6
42703,찬란한날,1,4,43,"87,840",진교원,퍼지,어번쇼커,임채덕,35,19,2,3,0,0,4
46598,찬란한불꽃,2,2,0,"8,400",진교원,한센,한강제일,임채덕,35,1,0,0,1,0,6
45275,찬란한폭풍,1,2,0,"2,400",진교원,퍼지,듀앨폭풍,임채덕,35,3,0,0,0,0,6
43685,참좋은친구,2,3,62,"268,900",임한용,머스킷맨,구글렛,이준철,48,9,3,1,2,0,3
44531,채플프린세스,2,3,32,"27,750",미즈타니 마사테루,채플로열,아쿠아프린세스,서범석,12,7,1,1,0,0,5
44267,챈슬러,1,3,30,"19,350",정이철,티즈원더풀,디렉션,홍대유,6,6,1,0,1,0,5
40914,챌린지삭스,2,5,40,"77,480",김창식,올드패션드,캐쥬얼애티튜드,이관호,42,19,2,2,3,0,4
43184,챔피언가문,0,4,35,"58,250",(주)늘푸른목장,티즈원더풀,가문영광,최봉주,16,20,1,2,2,0,5
44008,챔피언함성,1,3,0,0,황의영,지롤라모,스틸골든,이관호,42,7,0,0,0,0,6
41903,천군,0,5,44,"69,150",황은호,GOLDENCENTS,RAPID DECISION,이관호,42,21,1,2,2,1,4
39113,천년의바람,0,6,37,"92,240",류화영,사이먼퓨어,베스트코리안,휴양마,999,36,2,2,2,0,4
42487,천둥세자,1,4,36,"58,470",김영근,모던카우보이,팻츠이미지,김동균,52,20,2,0,1,0,4
43908,천둥오름,2,3,27,"12,000",김광명,페더럴리스트,말리부퀸,전승규,25,8,0,2,0,0,5
44259,천리총,2,3,32,"43,900",조금제,한센,멀티챔프,배휴준,29,14,0,4,1,0,5
42957,천마비상,2,4,53,"103,650",정승희,KITTEN'S JOY,더빅앤배디스트버,서인석,33,14,2,5,0,0,3
45434,천마챗,1,2,32,"21,350",조금제,애니기븐새터데이,토니투스완,최봉주,16,6,1,0,1,0,5
43160,천비성,1,4,46,"103,940",이긍열,피스룰즈,대화합,강환민,31,19,2,3,4,0,4
43497,천사박,2,5,42,"42,800",(주)디알엠씨티,CREATIVE CAUSE,SCOOTINIT,배대선,20,26,1,1,0,1,4
44115,천송이,2,3,27,"14,400",조금제,선더모카신,라이브퀸,최봉주,16,16,0,2,0,0,5
50020,천운챗,2,2,0,0,조금제,록하드텐,아이러브유,배휴준,29,1,0,0,0,0,6
44392,천은총,2,3,28,"24,950",조금제,선더모카신,선골드스키피,배휴준,29,14,1,0,1,0,5
45479,천존챗,2,2,0,"11,400",조금제,MOR SPIRIT,아리치아,배휴준,29,4,0,0,1,0,6
46513,천지광풍,1,3,55,"61,800",김영선,MACLEAN'S MUSIC,THICKER THAN WATER,박윤규,4,10,1,2,0,1,3
40681,천지여걸,2,5,75,"257,290",최임규,사이먼퓨어,프리트인그란,김동균,52,20,4,4,4,0,2
43736,천지의빛,2,3,0,"2,400",최임규,퍼지,제스프릿,휴양마,999,9,0,0,0,0,6
40106,청담지니,0,6,103,"376,600",김병진,HAYNESFIELD,GHAZO,토니,30,27,6,2,2,1,1
40701,청담탱크,2,5,50,"129,530",김병진,엑톤파크,바잉티그,토니,30,21,2,5,3,0,4
43138,청산강호,1,4,58,"140,230",황은호,메니피,토털리톡식,휴양마,999,22,4,1,3,0,3
43993,청산영웅,0,3,35,"50,850",황은호,메니피,트위즈,이관호,42,12,1,2,2,0,5
44927,청춘비바,0,4,47,"70,110",한명로,TWO STEP SALSA,PURSUING FATE,토니,30,17,2,0,2,1,4
40797,초인강자,1,5,49,"169,550",박남성,메니피,루시판드,안병기,22,24,2,4,1,0,4
42962,초인스파크,1,4,25,"24,430",박남성,카우보이칼,코마릴로,휴양마,999,16,0,2,1,0,5
40650,초토마,0,5,37,"83,500",박남성,BLAME,레디나우,전승규,25,19,2,1,3,0,4
42254,최강게임,1,4,69,"228,010",이강운,퍼지,거츠게임,전승규,25,11,5,0,2,0,2
42994,최강돌풍,1,4,0,0,이강운,카우보이칼,스티클러,강성오,9,2,0,0,0,0,6
44576,최강미래,0,3,0,0,이강운,피스룰즈,미래여제,토니,30,2,0,0,0,0,6
42258,최강블랙,2,4,61,"387,840",이강운,퍼지,올와이즈,리카디,34,13,3,1,4,0,3
44751,최강블레이드,0,4,46,"33,350",김형란,MIDSHIPMAN,PYRAMYST,강환민,31,5,0,2,1,1,4
43083,최강장산,0,4,36,"46,540",김호선,올드패션드,퀸즈블레이드,토니,30,15,1,0,4,0,4
42961,최강퀸,2,4,56,"131,710",박남성,카우보이칼,소서노,박재우,50,14,3,3,3,0,3
38781,최강파티,0,6,52,"141,750",이강운,메니피,백파,리카디,34,28,3,3,5,0,3
46104,최강현마,1,2,0,"2,400",(주)디알엠씨티,올드패션드,투리브포,전승규,25,1,0,0,0,0,6
45655,최고레이스,1,4,63,"122,300",이강운,레이스데이,A. P. ANDREA,강성오,9,14,2,2,2,1,3
44317,최고블랙,1,3,40,"48,600",이강운,테스타마타,콰드릴,강성오,9,5,2,0,0,0,4
43836,최고포인트,0,3,0,"3,500",이강운,테이크차지인디,픽셔널리티,강성오,9,5,0,0,1,0,6
43521,춘산,2,5,62,"182,220",이관형,CAIRO PRINCE,BETTY'S WISH,전승규,25,19,3,2,1,1,3
42916,치프인디,1,4,91,"501,010",박남성,테이크차지인디,시티스플래쉬,박재우,50,16,8,2,3,0,1
44065,카우보이킹,0,3,41,"51,000",강무웅,카우보이칼,킵유어윗어바웃유,최용구,8,7,2,0,1,0,4
42292,카우보이탱고,0,4,27,"37,240",임동현,카우보이칼,탱고스텝,최상식,28,18,1,2,2,0,5
42819,카지노스타,2,4,0,0,미즈타니 마사테루,CASINO DRIVE,러브미니스터,서범석,12,10,0,0,0,0,6
45948,캐츠아이,1,2,0,"8,400",금악목장,페더럴리스트,말리부퀸,홍대유,6,2,0,0,1,0,6
45193,캐츠우먼,2,2,0,"2,400",금악목장,페더럴리스트,다이아캣,임채덕,35,4,0,0,0,0,6
46435,캔디여왕,2,4,0,"1,000",이장운,퍼지,엠파이어캔디,휴양마,999,3,0,0,0,0,6
44154,캠프세이버,2,3,25,"20,200",김창호,포리스트캠프,내사랑담양,최용건,51,12,0,1,2,0,5
40452,캡틴브라보,0,5,55,"136,690",김용래,투아너앤드서브,다이나믹퀄리티,곽영효,19,26,4,1,3,0,3
44522,컴플리트럭키,2,3,28,"33,100",장세준,메니피,문차머,강환민,31,9,0,2,1,0,5
45537,컴플리트레벨,1,2,35,"46,200",장세준,테이크차지인디,검화,휴양마,999,2,1,1,0,0,5
44137,컴플리트밸류,1,3,83,"770,960",장세준,지롤라모,포트스덕션,박재우,50,10,6,2,1,0,1
46270,컴플리트엔젤,2,2,0,"3,000",장석영,한센,검은요정,휴양마,999,2,0,0,0,0,6
43846,컴플리트웨펀,1,3,37,"53,800",장석영,한센,평촌라이언,박재우,50,6,1,2,0,0,4
43824,컴플리트조이,2,3,0,"2,000",장석영,포리스트캠프,신세계신화,휴양마,999,6,0,0,0,0,6
40272,컴플리트캡틴,1,5,57,"170,100",장석영,포리스트캠프,새로운리더,조현수,11,17,4,1,3,0,3
44553,컴플리트타임,2,3,60,"167,150",장세준,올드패션드,리비어덕션,휴양마,999,9,4,2,1,0,3
45803,컴플리트포스,1,2,31,"33,000",장세준,스트라이크어게인,포트스덕션,박재우,50,2,1,0,0,0,5
45415,케이빅토리,0,2,0,0,(주)선우패션,테이크차지인디,신청파,최용구,8,1,0,0,0,0,6
43403,케이엔라이트,0,4,54,"115,820",조경수,테스타마타,인디언호퍼,최봉주,16,14,4,1,1,0,3
42948,케이엔매직,2,4,51,"123,650",조경수,KANTHAROS,카우아이콜즈,최용건,51,15,2,4,3,0,3
44636,케이엔스케치,0,3,39,"53,350",조경수,컬러즈플라잉,옥녀봉,최봉주,16,7,2,0,0,0,4
43010,케이엔언더킹,0,4,39,"59,000",조경수,미스치비어슬리,윈디밸리,최용건,51,10,1,2,3,0,4
43797,케이엔올드퀸,2,3,35,"46,400",조경수,올드패션드,브와나베이브,휴양마,999,5,1,1,2,0,5
43799,케이엔티즈원,1,3,27,"21,700",조경수,티즈원더풀,백스터홀,전승규,25,8,0,0,3,0,5
43340,케이엔포스트,2,4,35,"37,500",조경수,메니피,투디엔드어브디어,최봉주,16,8,0,4,1,0,5
40275,케이톱킹,1,5,64,"165,100",오호극,엑톤파크,플라이톱퀸,김동철,53,15,5,1,2,0,3
42651,케이프렌지,0,4,42,"77,900",김영선,메니피,더블브릴리언트,박윤규,4,15,1,4,4,0,4
43315,코브라볼,1,4,75,"238,450",한명로,포리스트캠프,뉴미디어,우창구,5,13,6,1,2,0,2
44290,코스모,2,3,57,"114,600",유수현,올드패션드,아이리스,최봉주,16,7,3,3,0,0,3
44873,코스모퀸,2,3,0,"1,600",유수현,한센,호승지벽,서인석,33,4,0,0,0,0,6
44401,코스모킹,1,3,0,0,유수현,애니기븐새터데이,초원드림,휴양마,999,3,0,0,0,0,6
43207,콜조이,0,4,49,"93,520",이미경,커널존,펠릭스조이,곽영효,19,20,3,2,2,0,4
44797,콩코드스파크,2,3,38,"44,000",김정철,콩코드포인트,위즈스파크,휴양마,999,6,2,0,0,0,4
46436,콩코드스퍼트,1,3,39,"66,200",김준현,카우보이칼,콩코드Ⅱ,휴양마,999,8,1,3,1,0,4
43870,콩코드퀸,2,3,35,"40,000",김순건,콩코드포인트,백두캣,안병기,22,8,1,1,1,0,5
45101,콰이어트참,2,3,26,"11,750",김명식,카우보이칼,콰이어트시크릿,서홍수,24,5,0,0,3,0,5
45442,쾌향,1,2,38,"90,750",씨유네트워크,한센,베이그노션,박재우,50,5,1,1,0,0,4
41206,쿠레레쿠스,0,5,35,"43,440",이재원,록하드텐,허니팟,이관호,42,18,1,2,2,0,5
42278,쿨프린세스,2,4,51,"124,640",이용대,올드패션드,쿨치킨,임채덕,35,23,2,3,6,0,3
43869,퀴클리런,2,3,47,"83,600",씨유네트워크,테이크차지인디,그레이자벨라,강성오,9,5,2,3,0,0,4
44587,퀵실버,2,3,0,0,홍상기,커널존,대산여제,휴양마,999,4,0,0,0,0,6
46252,퀵실버키튼,0,4,53,"86,650",황경호,KITTEN'S JOY,SILVER UNION,휴양마,999,15,1,1,5,1,3
44116,퀸오브레이싱,2,3,28,"28,750",김진철,카우보이칼,마이패션,배휴준,29,17,1,0,1,0,5
42399,퀸오브베스트,2,4,32,"46,820",신우철,퍼지,유아더베스트,휴양마,999,20,3,0,1,0,5
42023,퀸즈투어,2,4,74,"288,080",안희철,컬러즈플라잉,데이지어데이,문병기,21,15,4,3,2,0,2
41700,큐피드가이,0,6,109,"463,380",서순배,JIMMY CREED,SHE'S EXTREME,박천서,54,26,6,7,4,1,1
43576,큐피드미션,1,5,75,"256,430",서순배,MISSION IMPAZIBLE,CREEK GIRL,서범석,12,27,3,4,8,1,2
44942,큐피드베이브,0,5,68,"160,500",서순배,POWER,DIAMOND BABE,신삼영,41,19,2,3,3,1,2
43950,큐피드보우,1,3,25,"34,800",서순배,프라이빗보우,남행열차,유재길,23,9,1,0,1,0,5
41268,큐피드비상,2,5,28,"64,090",서순배,선더모카신,화려한비상,서범석,12,25,1,2,2,0,5
45604,큐피드스윙,1,2,0,0,서순배,티즈원더풀,스윙어웨이,강환민,31,2,0,0,0,0,6
44165,큐피드와우,1,3,0,"6,600",서순배,지롤라모,어번와우,이희영,13,4,0,0,1,0,6
45351,큐피드워리어,1,2,30,"33,000",서순배,선더모카신,큐피드레이디,신삼영,41,1,1,0,0,0,5
42076,큐피드원더,2,4,53,"115,540",서순배,애니기븐새터데이,원더데이,이희영,13,18,3,4,0,0,3
44162,큐피드웨이,2,3,36,"57,600",서순배,테이크차지인디,가니쉬드웨이지스,서범석,12,9,2,1,0,0,4
45107,큐피드점보,2,3,41,"69,400",서순배,카우보이칼,점보스피드,이희영,13,5,2,1,1,0,4
45870,큐피드챔프,2,2,0,"15,600",서순배,티즈원더풀,무적의챔프,김동철,53,2,0,1,0,0,6
40925,큐피드코리아,0,5,27,"26,680",서순배,애니기븐새터데이,쿠킨아웃,이희영,13,19,0,2,2,0,5
45350,크레이지러브,2,2,28,"25,000",서창식,머스킷맨,산타마리,강환민,31,4,0,2,0,0,5
45259,크로마이트,1,2,0,"16,800",박기태,페더럴리스트,레인어브타라,전승규,25,2,0,0,2,0,6
45322,클라우드나인,1,2,0,"8,400",김근영,연승대로,월드퀸,휴양마,999,2,0,0,1,0,6
43124,클라우터,0,4,23,"23,700",김용래,애니기븐새터데이,금빛승리,배휴준,29,26,0,1,2,0,5
45075,클래스희망,2,3,0,"1,600",희망홀스,카우보이칼,태피튜드,휴양마,999,2,0,0,0,0,6
44617,클래식스타,2,3,31,"29,200",(주)나스카,페더럴리스트,실버스피닝,강환민,31,4,1,0,1,0,5
43918,클레어베스트,1,3,31,"36,950",박민지,포리스트캠프,돈나구스카,송문길,40,5,1,1,0,0,5
45094,클레어파워,0,3,0,"8,700",박민지,테스타마타,셀라,손영표,2,7,0,0,1,0,6
45905,클로버파티,1,2,0,0,김용래,지롤라모,샤인클로버,배휴준,29,1,0,0,0,0,6
38854,클리어검,2,6,92,"661,780",조창석,클리어어템프트,쾌검,휴양마,999,28,6,5,3,0,1
43593,클린업샤인,2,5,67,"168,510",씨유네트워크,AWESOME OF COURSE,SHINING MOMENT,강환민,31,20,3,2,3,1,2
40349,클린업해피,0,5,97,"327,500",씨유네트워크,PAYNTER,드림딜라이트,박재우,50,19,6,6,3,0,1
44968,킹덤스톰,0,4,45,"30,400",양순희,CONGRATS,BAVARIAN BELLE,배대선,20,13,1,0,1,1,4
43691,킹마운틴,1,3,33,"30,300",이미경,애니기븐새터데이,셈바왕,홍대유,6,12,0,3,1,0,5
44177,킹스아이,1,3,43,"45,350",금악목장,페더럴리스트,펠라피네,휴양마,999,6,2,0,1,0,4
42675,킹심바,0,4,29,"28,060",이관형,컬러즈플라잉,골든데일,강성오,9,15,1,1,1,0,5
44487,킹아너,1,3,40,"56,750",희망홀스,투아너앤드서브,정보왕,박윤규,4,8,2,1,2,0,4
40258,킹에이스,1,5,43,"74,600",박철근,테스타마타,오마이크릭,전승규,25,9,1,4,1,0,4
41042,킹칸모르,1,5,57,"152,230",이중연,한센,빅터헌터,휴양마,999,24,4,3,1,0,3
46511,킹칼레,0,3,38,"3,000",박호균,바이언,SHUNGO,휴양마,999,2,0,0,0,1,4
45109,타라타라타라,1,4,34,"2,000",청수,바이언,DANCING DAISY,휴양마,999,8,0,0,0,1,4
45915,타우루스퀸,2,2,0,"13,200",허장원,테이크차지인디,반지의장미,송문길,40,1,0,1,0,0,6
43924,타이탄삭스,1,3,46,"104,000",김창식,퍼지,천억이,이신영,14,12,2,1,5,0,4
40386,탁트인,2,5,54,"185,560",김광명,한센,스트리트골드,문병기,21,25,3,3,3,0,3
43769,탄산,2,3,0,"6,000",배은정,위드디스팅션,트랜스퍼메이션,김윤섭,32,6,0,0,0,0,6
43123,탑퀄리티,0,4,46,"81,800",김정철,디바인파크,나우코프위드디스,박종곤,1,15,2,3,2,0,4
42419,태양타고,2,4,40,"88,620",최성룡,디바인파크,최초로,김동철,53,20,1,2,4,0,4
46593,탭다운,1,3,37,"14,400",최상일,ANCHOR DOWN,FUZZY KIM,서인석,33,7,0,0,1,1,4
44478,탱자,1,3,0,"13,300",임한용,한센,이스트퀸,박병일,27,5,0,1,1,0,6
44488,터치나인,1,3,46,"101,800",강현철,FED BIZ,골든로즈Ⅱ,강성오,9,12,3,0,2,0,4
44326,터프가이,1,3,41,"65,300",(주)디알엠씨티,메니피,금빛물결,정호익,10,7,2,0,1,0,4
42738,터프맨,0,4,55,"97,710",김광명,테이크차지인디,패티즈스위트송,정호익,10,16,4,3,1,0,3
43843,터프여제,2,3,0,"8,800",김광명,테이크차지인디,스트리트골드,정호익,10,7,0,1,0,0,6
44554,테스조이,2,3,0,0,김광영,테스타마타,조이너피스,휴양마,999,3,0,0,0,0,6
44378,테이크머니,0,3,31,"13,750",김용래,테이크차지인디,리버포리스트,휴양마,999,5,1,0,0,0,5
46338,테이크뮤직,2,2,31,"46,200",이미경,테이크차지인디,우승이야기,곽영효,19,3,1,1,0,0,5
45100,텐배거,1,3,36,"54,200",김명식,카우보이칼,슈거빅토리,휴양마,999,13,2,0,1,0,4
42494,토루크막토,2,4,0,"3,540",김봉섭,애니기븐새터데이,팬시폴리,휴양마,999,16,0,0,0,0,6
45283,토호스카이,1,2,31,"35,400",최임규,투아너앤드서브,물보라,김동균,52,4,1,0,0,0,5
41199,톱시드,0,5,59,"146,650",임동현,LOUIS QUATORZE,미그레이팅우르술,박병일,27,20,4,3,5,0,3
44028,톱클래스,1,3,39,"58,350",김기종,올드패션드,로드언드프레이즈,강성오,9,9,2,1,0,0,4
43941,톱포지션,2,3,0,"13,350",(주)디알엠씨티,카우보이칼,브룩헤이븐,이관호,42,8,0,0,2,0,6
44454,투게더웨이,1,3,0,"2,250",김봉겸,한센,스틸홈,배대선,20,7,0,0,0,0,6
45424,투어퀸,2,2,30,"33,000",이경호,티즈원더풀,컨셉리처블,이준철,48,2,1,0,0,0,5
42321,투에이스,0,4,0,"8,100",강현찬,탐라에이스,에이스마린,임채덕,35,14,0,1,0,0,6
44179,투투키튼,2,3,0,"1,000",강용익,커널존,런키튼런,조현수,11,3,0,0,0,0,6
45822,투혼기상,2,2,30,"33,000",김근영,한센,해운대기상,최영주,3,1,1,0,0,0,5
43957,트레비트,1,3,0,"1,000",노병석,컬러즈플라잉,파워앤스피드,손영표,2,6,0,0,0,0,6
43738,트로트퀸,2,3,31,"30,850",김영근,선더모카신,아가워,김동균,52,11,0,3,1,0,5
43105,트로팅라일리,0,4,65,"133,850",공이공팔,선더모카신,다야몬드스테파니,리카디,34,8,4,1,2,0,3
43533,트리플킹덤,1,5,70,"144,650",선용호,SKY KINGDOM,TIZ THE TIDE,박재우,50,23,2,3,4,1,2
43676,특별,2,3,29,"33,000",배은정,미스치비어슬리,세이유윌,전승규,25,4,1,0,0,0,5
42186,티나,2,4,39,"50,260",곽홍석,애니기븐새터데이,플리트코즈웨이,이관호,42,17,0,4,3,0,4
50621,티시패밀리,2,2,40,"10,500",김한수,섀클포드,업점프드더데블,김동균,52,2,0,0,1,1,4
44024,티즈로켓,0,3,0,0,송암축산,티즈웨이,희망로켓,조현수,11,2,0,0,0,0,6
44814,티즈바로우즈,1,3,49,"108,400",이노쿠마 히로츠구,티즈웨이,케이랜즈로즈,서인석,33,7,2,2,0,0,4
41216,티즈블랙,0,5,46,"77,360",유길상,오피서,슬램댄싱,우창구,5,13,3,2,1,0,4
44824,티즈석세스,2,3,45,"61,600",이종욱,티즈웨이,퀘스트포석세스,이준철,48,4,2,2,0,0,4
45658,티즈에너지,0,4,36,"24,150",최상기,STRONG MANDATE,WIND ENERGY,서인석,33,13,0,1,0,1,4
46028,티즈인디,2,2,0,"13,200",이종욱,테이크차지인디,아이디이천,이준철,48,1,0,1,0,0,6
43338,티즈파이팅,0,4,27,"17,500",신승열,티즈원더풀,더스티즈튠,안병기,22,12,0,2,0,0,5
44020,티즈헌터,1,3,0,0,송암축산,티즈웨이,준벨러,최용구,8,6,0,0,0,0,6
41619,티케이데이,2,5,51,"212,575",김태권,머스킷맨,인디언명운,휴양마,999,30,1,6,4,0,3
40454,티케파이어,1,5,72,"200,630",손병현,인디밴드,리스킨잇올,휴양마,999,20,5,2,2,0,2
43263,티파니블루,2,4,31,"28,910",오호극,카우보이칼,플라이톱퀸,박윤규,4,11,1,1,0,0,5
50040,파르키우스,1,2,32,"35,400",말사모,테스타마타,범블비,안병기,22,3,1,0,0,0,5
42440,파워돌풍,1,4,30,"22,890",박정재,티즈원더풀,차이나골드,휴양마,999,8,1,0,2,0,5
44628,파워박스,1,3,51,"98,750",정형철,엑톤파크,메즈머리징레이디,송문길,40,12,3,1,0,0,3
43754,파워케이,1,3,34,"44,200",강경운,지롤라모,랩소디,송문길,40,3,1,0,2,0,5
40666,파워타워,2,5,43,"109,000",윤지중,한센,퍼스트클래스캣,휴양마,999,16,1,3,3,0,4
45622,파워풀삭스,1,2,0,"6,800",김창식,티즈원더풀,비바비노,이관호,42,4,0,0,0,0,6
45564,파워풀화성,0,2,0,"5,600",조중호,페더럴리스트,서머오페라,곽영효,19,4,0,0,1,0,6
45475,파워플레이,2,2,0,0,조현영,카우보이칼,파워팩,최영주,3,1,0,0,0,0,6
45156,파이널참,1,3,28,"26,000",김명식,티즈원더풀,화이널멜로디,송문길,40,9,1,0,0,0,5
45339,파이널축제,1,2,0,"2,400",정기환,지롤라모,월드퀵,김동균,52,2,0,0,0,0,6
50538,파이어걸,2,2,57,"82,500",에스지이건설,PIONEEROF THE NILE,JUST BE KIND,박재우,50,2,2,0,0,1,3
42758,파이어로드,1,4,41,"50,060",손병철,어플릿익스프레스,셔윈포레스트,김윤섭,32,10,3,1,1,0,4
45397,파이어파워,1,2,0,0,이관형,티즈원더풀,바다새,휴양마,999,1,0,0,0,0,6
42805,파이팅대디,0,4,54,"117,920",김정철,콩코드포인트,스캣대디즈브리즈,최봉주,16,17,4,3,0,0,3
