마번,마명,모마성적
6856114,STATELY APPEAL,40전(8/6/9)
6867003,CENTURIAN LADY,0전(0/0/0)
6870628,DIAMOND BABE,0전(0/0/0)
6877065,STOLEN PURSE,4전(0/0/0)
6877905,FOXYSOX,27전(7/3/4)
6889515,CRIMSON ORE,12전(3/2/3)
6927078,WILD MEGGIE MEG,9전(3/0/1)
6927273,THE SCHVAGEN,4전(2/1/0)
6928552,AMATURE'S PRIZE,22전(5/0/4)
6941969,DATTTS LADY DI,11전(2/1/1)
6957094,POPPY'S BABY GIRL,0전(0/0/0)
6959361,PORTERA,1전(1/0/0)
6965695,LADY LUMBERJACK,0전(0/0/0)
6965741,SWEET DREAMY SYN,20전(2/2/0)
6965782,PELT,0전(0/0/0)
6966411,ANGELICA ZAPATA,18전(5/4/2)
6968104,SHANGHAI ROSE,0전(0/0/0)
6970686,DONNAY,4전(1/0/1)
6975506,SILVER UNION,1전(0/0/0)
6980068,CANDY CAT CAN,11전(2/1/1)
6980152,SILKY OMEGA,20전(2/1/1)
6980329,QUEEN MERCURY,27전(3/5/3)
6980918,IM SO FINE,3전(0/0/0)
6981071,SHE'S AN ALPHA GAM,41전(8/5/7)
6981300,MALIBU LEGACY,8전(2/1/0)
6981655,RUFUS RUTH,3전(0/0/0)
6982320,ANNATLANTIC,22전(1/6/3)
6982399,KALEIDOSCOPE,10전(1/2/0)
6983072,TALES OF PARADISE,30전(3/2/4)
6984949,EGOT,2전(0/0/1)
6985780,TIZ THE TIDE,4전(1/1/1)
6988995,PUMPKIN SHELL,13전(2/2/3)
6989012,SAVANNAH,14전(1/1/3)
6989802,GREENAPPLE MARTINI,26전(3/2/5)
6990238,MY SWEET CANDY,8전(1/2/1)
6990889,SUENO D'ORO,4전(0/0/1)
6993535,DESPITE HER FORM,8전(1/3/1)
6994032,HIGHSTAR,9전(2/1/1)
6994069,THICKER THAN WATER,10전(2/0/2)
6995472,SCOOTINIT,23전(2/1/2)
6995473,SEE ROCK CITY,11전(1/2/3)
6995974,YARA,12전(3/0/1)
6996099,ELLA MARIE,27전(3/4/1)
6997129,INCLUDING,9전(2/0/0)
6998122,SASSY CITY,17전(6/5/0)
6998663,LADY GEEGEE,24전(4/5/4)
